id_espacial,anio,tipo,id,calle1,calle2,lon,lat
-99.1675_19.44051,2024,radar fijo,064-SSC-MIH-EV-119.254,Nezahualpilli,Nopaltzin,-99.1675,19.440507
-99.16848_19.40591,2019,radar móvil,RVEM004,Entre Av. Insurgentes y ,Circuito Bicentenario,-99.16848004,19.40591492
-99.17037_19.47032,2020,radar móvil,RVEM004,Eje 3 Norte Av. Cuitlahuac Y  ,Calle Piñon Sentido Poniente,-99.17037,19.47032
-99.17037_19.47032,2021,radar móvil,RVEM005,Eje 3 Norte Av. Cuitlahuac Y  ,Calle Piñon Sentido Poniente,-99.17037,19.47032
-99.17037_19.47032,2022,radar móvil,RVEM005,Eje 3 Norte Av. Cuitlahuac Y  ,Calle Piñon Sentido Poniente,-99.17037,19.47032
-99.17037_19.47032,2023,radar móvil,NA,Eje 3 Norte Av. Cuitlahuac Y  ,Calle Piñon Sentido Poniente,-99.17037,19.47032
-99.17042_19.34554,2020,radar móvil,RVEM012,Alfredo Robles Dominguez Sentido Poniente ,-,-99.17042,19.34554
-99.17042_19.34554,2021,radar móvil,NA,Alfredo Robles Dominguez Sentido Poniente ,-,-99.17042,19.34554
-99.17042_19.34554,2022,radar móvil,NA,Alfredo Robles Dominguez Sentido Poniente ,-,-99.17042,19.34554
-99.17042_19.34554,2023,radar móvil,NA,Alfredo Robles Dominguez Sentido Poniente ,-,-99.17042,19.34554
-99.17042_19.34555,2020,radar móvil,RVEM011,Miguel Ángel De Quevedo Y ,Calle Delta Dirección Oriente,-99.17042,19.34555
-99.17042_19.34555,2021,radar móvil,NA,Miguel Ángel De Quevedo Y ,Calle Delta Dirección Oriente,-99.17042,19.34555
-99.17042_19.34555,2022,radar móvil,NA,Miguel Ángel De Quevedo Y ,Calle Delta Dirección Oriente,-99.17042,19.34555
-99.17042_19.34555,2023,radar móvil,NA,Miguel Ángel De Quevedo Y ,Calle Delta Dirección Oriente,-99.17042,19.34555
-99.17043_19.34556,2020,radar móvil,NA,Miguel Angel De Quevedo Y ,Calle Delta,-99.17043,19.34556
-99.17043_19.34556,2021,radar móvil,NA,Miguel Angel De Quevedo Y ,Calle Delta,-99.17043,19.34556
-99.17043_19.34556,2022,radar móvil,NA,Miguel Angel De Quevedo Y ,Calle Delta,-99.17043,19.34556
-99.17043_19.34556,2023,radar móvil,NA,Miguel Angel De Quevedo Y ,Calle Delta,-99.17043,19.34556
-99.17111_19.34548,2019,radar móvil,NA,Entre Av. Melchor Ocampo y ,Calle Cerro del Sombrero,-99.17111108,19.34547587
-99.17361_19.42141,2023,radar fijo,003-SSC-CUH-FC-124.22,Burdeos,Leija,-99.1736078,19.4214147
-99.17361_19.42141,2024,radar fijo,003-SSC-CUH-FC-124.22,Burdeos,Leija,-99.1736078,19.4214147
-99.17393_19.42132,2019,radar fijo,BFCF026,Chapultepec - Sonora ,y Lieja,-99.173931,19.421324
-99.17393_19.42132,2020,radar fijo,BFCF026,Chapultepec - Sonora ,y Lieja,-99.173931,19.421324
-99.17393_19.42132,2021,radar fijo,BFCF026,Chapultepec - Sonora ,y Lieja,-99.173931,19.421324
-99.17393_19.42132,2022,radar fijo,BFCF026,Chapultepec-Sonora Y,Lieja,-99.173931,19.421324
-99.17473_19.42996,2019,radar fijo,JFCF018,Calz. Gral. Ignacio Zaragoza,y Circuito Bicentenario Boulevard Puerto Aéreo,-99.174731,19.429957
-99.17473_19.42996,2020,radar fijo,JFCF018,Calz. Gral. Ignacio Zaragoza,y Circuito Bicentenario Boulevard Puerto Aéreo,-99.174731,19.429957
-99.17473_19.42996,2021,radar fijo,JFCF018,Calz. Gral. Ignacio Zaragoza,y Circuito Bicentenario Boulevard Puerto Aéreo,-99.174731,19.429957
-99.17473_19.42996,2022,radar fijo,JFCF018,Calz. Gral. Ignacio Zaragoza Y,Circuito Bicentenario Boulevard Puerto Aéreo,-99.174731,19.429957
-99.1754_19.42358,2019,radar fijo,VVEF032,Calz. Vallejo ,y Calle Pino Suárez,-99.175399,19.423585
-99.1754_19.42358,2020,radar fijo,VVEF032,Calz. Vallejo ,y Calle Pino Suárez,-99.175399,19.423585
-99.1754_19.42358,2021,radar fijo,VVEF032,Calz. Vallejo ,y Calle Pino Suárez,-99.175399,19.423585
-99.1754_19.42358,2022,radar fijo,VVEF032,Viaducto Río De La Piedad Y,Primero De Mayo,-99.175399,19.423585
-99.17612_19.40597,2020,radar móvil,RVEM010,Eje 3 Sur Av. Baja California Y,Choapan Direccion Poniente,-99.17612,19.40597
-99.17612_19.40597,2021,radar móvil,NA,Eje 3 Sur Av. Baja California Y,Choapan Direccion Poniente,-99.17612,19.40597
-99.17612_19.40597,2022,radar móvil,NA,Eje 3 Sur Av. Baja California Y,Choapan Direccion Poniente,-99.17612,19.40597
-99.17612_19.40597,2023,radar móvil,NA,Eje 3 Sur Av. Baja California Y,Choapan Direccion Poniente,-99.17612,19.40597
-99.17622_19.42333,2024,radar fijo,074-SSC-MIH-EV-143.206,Lieja,Cto. Interior Mtro. José Vasconcelos,-99.176218,19.42333
-99.18013_19.34687,2019,radar fijo,BFCF007,Insurgentes Buenavista,y Eje 1 Norte,-99.180131,19.346874
-99.18013_19.34687,2019,radar fijo,BFBF008,Eje 1 Norte - Insurgentes ,y Buenavista,-99.180131,19.346874
-99.18013_19.34687,2020,radar fijo,BFCF007,Insurgentes Buenavista,y Eje 1 Norte,-99.180131,19.346874
-99.18013_19.34687,2020,radar fijo,BFBF008,Eje 1 Norte - Insurgentes ,y Buenavista,-99.180131,19.346874
-99.18013_19.34687,2020,radar fijo,BFCF021,Eje 1 Norte - Insurgentes ,y Buenavista,-99.180131,19.346874
-99.18013_19.34687,2021,radar fijo,BFCF007,Insurgentes Buenavista,y Eje 1 Norte,-99.180131,19.346874
-99.18013_19.34687,2021,radar fijo,BFBF008,Eje 1 Norte - Insurgentes ,y Buenavista,-99.180131,19.346874
-99.18013_19.34687,2021,radar fijo,BFCF021,Eje 1 Norte - Insurgentes ,y Buenavista,-99.180131,19.346874
-99.18013_19.34687,2022,radar fijo,BFCF007,Insurgentes Buenavista ,Y Eje 1 Norte,-99.180131,19.346874
-99.18013_19.34687,2022,radar fijo,BFCF008,Eje 1 Norte-Insurgentes Y,Buenavista,-99.180131,19.346874
-99.18013_19.34687,2022,radar fijo,BFCF021,Eje 1 Norte-Insurgentes Y,Buenavista,-99.180131,19.346874
-99.18013_19.34687,2023,radar fijo,BFCF007,Insurgentes Buenavista Y,Eje 1 Norte,-99.180131,19.346874
-99.18013_19.34687,2023,radar fijo,BFCF008,Eje 1 Norte-Insurgentes Y,Buenavista,-99.180131,19.346874
-99.18013_19.34687,2023,radar fijo,BFCF021,Eje 1 Norte-Insurgentes Y,Buenavista,-99.180131,19.346874
-99.18069_19.34661,2019,radar fijo,JFCF024,Eje 3 Oriente Ing. Eduardo Molina,y Eje 5 Norte San Juan de Aragón,-99.180692,19.346607
-99.18069_19.34661,2020,radar fijo,JFCF024,Eje 3 Oriente Ing. Eduardo Molina,y Eje 5 Norte San Juan de Aragón,-99.180692,19.346607
-99.18069_19.34661,2021,radar fijo,JFCF024,Eje 3 Oriente Ing. Eduardo Molina,y Eje 5 Norte San Juan de Aragón,-99.180692,19.346607
-99.18069_19.34661,2022,radar fijo,JFCF024,Eje 3 Oriente Ing. Edurado Molina Y,Eje 5 Norte San Juan De Aragón,-99.180692,19.346607
-99.18078_19.34643,2024,radar fijo,050-SSC-COY-FC-119.142,Av. Miguel Ángel De Quevedo,Oxtopulco,-99.180784,19.346434
-99.18242_19.44815,2019,radar fijo,JFCF027,Av. Ejército Nacional Mexicano ,y Anillo Periférico Boulevard Manuel Ávila Camacho,-99.182418,19.448148
-99.18242_19.44815,2019,radar fijo,JFCF035,Eje 5 Sur,y Anillo Periferico Oriente,-99.182418,19.448148
-99.18242_19.44815,2020,radar fijo,JFCF027,Av. Ejército Nacional Mexicano ,y Anillo Periférico Boulevard Manuel Ávila Camacho,-99.182418,19.448148
-99.18242_19.44815,2020,radar fijo,JFCF035,Eje 5 Sur,y Anillo Periferico Oriente,-99.182418,19.448148
-99.18242_19.44815,2021,radar fijo,JFCF027,Av. Ejército Nacional Mexicano ,y Anillo Periférico Boulevard Manuel Ávila Camacho,-99.182418,19.448148
-99.18242_19.44815,2021,radar fijo,JFCF035,Eje 5 Sur,y Anillo Periferico Oriente,-99.182418,19.448148
-99.18242_19.44815,2022,radar fijo,JFCF027,Av. Ejército Nacional Mexicano Y,Anillo Periférico Boulevard Manuel Ávila Camacho,-99.182418,19.448148
-99.18242_19.44815,2022,radar fijo,JFCF035,Eje 5 Sur Y,Anillo Periférico Oriente,-99.182418,19.448148
-99.18242_19.44815,2023,radar fijo,JFCF035,Eje 5 Sur Y ,Anillo Periférico Oriente,-99.182418,19.448148
-99.18273_19.4486,2024,radar fijo,051-SSC-MIH-FC-119.150,Calz. Gral. Mariano Escobedo,Lago Como,-99.182727,19.448604
-99.18426_19.4083,2023,radar fijo,031-SSC-MIH-FC-124.246,General José Morán,Gral. Benjamín Hill,-99.1842578,19.408298
-99.18426_19.4083,2024,radar fijo,031-SSC-MIH-FC-124.246,General José Morán,Gral. Benjamin Hill,-99.1842578,19.408298
-99.1842_19.40796,2019,radar fijo,BFCF001,José María Izazaga ,y José María Pino Suárez,-99.184197,19.407957
-99.1842_19.40796,2020,radar fijo,BFCF001,José María Izazaga ,y José María Pino Suárez,-99.184197,19.407957
-99.1842_19.40796,2020,radar fijo,BFCF002,José María Izazaga ,y José María Pino Suárez,-99.184197,19.407957
-99.1842_19.40796,2021,radar fijo,BFCF001,José María Izazaga ,y José María Pino Suárez,-99.184197,19.407957
-99.1842_19.40796,2021,radar fijo,BFCF002,José María Izazaga ,y José María Pino Suárez,-99.184197,19.407957
-99.1842_19.40796,2022,radar fijo,BFCF001,José María Izazaga Y,José María Pino Suárez,-99.184197,19.407957
-99.1842_19.40796,2022,radar fijo,BCFC002,José María Izazaga Y ,José María Pino Suárez,-99.184197,19.407957
-99.1842_19.40796,2023,radar fijo,BFCF001,José María Izazaga Y,José María Pino Suárez,-99.184197,19.407957
-99.1842_19.40796,2023,radar fijo,BCFC002,José María Izazaga Y,José María Pino Suárez,-99.184197,19.407957
-99.18494_19.39982,2019,radar móvil,NA,Entre Benjamin Franklin y ,Viaducto,-99.18494133,19.39982408
-99.18557_19.45202,2019,radar fijo,RVEF002,Fray Servando Teresa de Mier ,y Cucurpe,-99.1855748,19.4520233
-99.18557_19.45202,2020,radar fijo,RVEF002,Fray Servando Teresa de Mier ,y Cucurpe,-99.1855748,19.4520233
-99.18557_19.45202,2021,radar fijo,RVEF002,Fray Servando Teresa de Mier ,y Cucurpe,-99.1855748,19.4520233
-99.18557_19.45202,2022,radar fijo,RVEF002,Fray Servando Teresa De Mier Y ,Cucurpe,-99.1855748,19.4520233
-99.18601_19.39002,2024,radar fijo,067-SSC-BEJ-EV-143.150,Calle 13,Calle 15,-99.1860081,19.3900162
-99.18911_19.36328,2019,radar fijo,JFCF028,Av. Marina Nacional,y Felipe Carrillo Puerto,-99.189106,19.363279
-99.18911_19.36328,2020,radar fijo,JFCF028,Av. Marina Nacional,y Felipe Carrillo Puerto,-99.189106,19.363279
-99.18911_19.36328,2021,radar fijo,JFCF028,Av. Marina Nacional,y Felipe Carrillo Puerto,-99.189106,19.363279
-99.18911_19.36328,2022,radar fijo,JFCF028,Av. Marina Nacional Y,Felipe Carrillo Puerto,-99.189106,19.363279
-99.18911_19.36328,2023,radar fijo,JFCF028,Av. Marina Nacional Y,Felipe Carrillo Puerto,-99.189106,19.363279
-99.18911_19.36345,2024,radar fijo,055-SSC-BEJ-FC-119.182,Barranca Del Muerto,José María Velasco,-99.18911,19.363455
-99.1891_19.47305,2023,radar fijo,002-SSC-AZC-EV-124.14,Camino A Nextengo,Aquiles Elourdy,-99.1890999,19.4730521
-99.1891_19.47305,2024,radar fijo,002-SSC-AZC-EV-124.14,Camino A Nextengo,Aquiles Elourdy,-99.1890999,19.4730521
-99.1898_19.41302,2019,radar fijo,RVEF001,Av. Chapultepec ,y Guaymas,-99.189798,19.413017
-99.1898_19.41302,2020,radar fijo,RVEF001,Av. Chapultepec ,y Guaymas,-99.189798,19.413017
-99.1898_19.41302,2021,radar fijo,RVEF001,Av. Chapultepec ,y Guaymas,-99.189798,19.413017
-99.19011_19.34454,2020,radar móvil,RVEM008,Av. Revolución Y ,Calle Rafael Checa,-99.19011,19.34454
-99.19011_19.34454,2021,radar móvil,RVEM011,Av. Revolución Y ,Calle Rafael Checa,-99.19011,19.34454
-99.19011_19.34454,2022,radar móvil,RVEM011,Av. Revolución Y ,Calle Rafael Checa,-99.19011,19.34454
-99.19011_19.34454,2023,radar móvil,NA,Av. Revolución Y ,Calle Rafael Checa,-99.19011,19.34454
-99.19208_19.33868,2019,radar móvil,NA,Entre Av. La Paz y ,Eje 10 Sur,-99.19208303,19.33867808
-99.19322_19.35939,2019,radar fijo,JVEF013,AUN / Gobernador José Ceballos,y Av. Constituyentes,-99.1932155,19.3593912
-99.19322_19.35939,2020,radar fijo,JVEF013,AUN / Gobernador José Ceballos,y Av. Constituyentes,-99.1932155,19.3593912
-99.19322_19.35939,2021,radar fijo,JVEF013,AUN / Gobernador José Ceballos,y Av. Constituyentes,-99.1932155,19.3593912
-99.19322_19.35939,2022,radar fijo,JVEF013,Aun/Gobernador José Ceballos Y,Av. Constituyentes,-99.1932155,19.3593912
-99.19322_19.35939,2023,radar fijo,JVEF013,Aun/Gobernador José Ceballos Y,Av. Constituyentes,-99.1932155,19.3593912
-99.19363_19.35915,2023,radar fijo,038-SSC-AOB-EV-119.46,Calzada De Las Águilas,Cóndor,-99.1936347,19.3591454
-99.19363_19.35915,2024,radar fijo,038-SSC-AOB-EV-119.46,Calzada De Las Aguilas,Cóndor,-99.1936347,19.3591454
-99.19371_19.35921,2023,radar fijo,036-SSC-AOB-EV-119.30,Etna,Calzada De Las Águilas,-99.1937067,19.3592101
-99.19371_19.35921,2024,radar fijo,036-SSC-AOB-EV-119.30,Etna,Calzada De Las Águilas,-99.1937067,19.3592101
-99.19379_19.43811,2019,radar móvil,RVEM009,Entre Arquimides y ,Lago Victoria,-99.19378713,19.43811197
-99.19381_19.43811,2019,radar móvil,RVEM010,Entre Lago Victoria y ,Moliere,-99.19381295,19.43811197
-99.19384_19.35941,2019,radar fijo,JVEF014,AUN / Av. Ejército Nacional,y Miguel de Cervantes Saavedra,-99.193844,19.359411
-99.19384_19.35941,2020,radar fijo,JVEF014,AUN / Av. Ejército Nacional,y Miguel de Cervantes Saavedra,-99.193844,19.359411
-99.19384_19.35941,2021,radar fijo,JVEF014,AUN / Av. Ejército Nacional,y Miguel de Cervantes Saavedra,-99.193844,19.359411
-99.19384_19.35941,2022,radar fijo,JVEF014,Aun/Av. Ejército Nacional Y,Miguel De Cervantes Saavedra,-99.193844,19.359411
-99.19384_19.35941,2023,radar fijo,JVEF014 ,Aun/Av. Ejército Nacional Y,Miguel De Cervantes Saavedra,-99.193844,19.359411
-99.19424_19.48965,2023,radar fijo,027-SSC-AZC-FC-124.214,Cristóbal Colón,Av. 16 De Septiembre,-99.1942383,19.4896537
-99.19424_19.48965,2024,radar fijo,027-SSC-AZC-FC-124.214,Cristobal Colon,Av. 16 De Septiembre,-99.1942383,19.4896537
-99.19441_19.48968,2019,radar fijo,RVEF014,Viaducto Río de la Piedad,y 1ro de Mayo,-99.194411,19.489679
-99.19441_19.48968,2020,radar fijo,RVEF014,Viaducto Río de la Piedad,y 1ro de Mayo,-99.194411,19.489679
-99.19441_19.48968,2021,radar fijo,RVEF014,Viaducto Río de la Piedad,y 1ro de Mayo,-99.194411,19.489679
-99.19732_19.4383,2020,radar móvil,RVEM007,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniete,-99.19732,19.4383
-99.19732_19.4383,2021,radar móvil,RVEM010,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniete,-99.19732,19.4383
-99.19732_19.4383,2022,radar móvil,RVEM010,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniete,-99.19732,19.4383
-99.19732_19.4383,2023,radar móvil,NA,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniete,-99.19732,19.4383
-99.19739_19.43825,2020,radar móvil,NA,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniente,-99.19739,19.43825
-99.19739_19.43825,2021,radar móvil,NA,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniente,-99.19739,19.43825
-99.19739_19.43825,2022,radar móvil,NA,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniente,-99.19739,19.43825
-99.19739_19.43825,2023,radar móvil,NA,Av. Ejercito Nacional Mexicano Y ,Anatole France Direccion Poniente,-99.19739,19.43825
-99.19993_19.35424,2022,radar fijo,RVEF041,Periférico 2P Ajusco Entre Etna Y ,"Calz. De Las Águilas, Sentido Norte-Sur",-99.199933,19.354244
-99.19993_19.35424,2022,radar fijo,RVEF042,Periférico 2P Calz. Sta. Catarina Entre Barranca Pilares ,Y Rincón Atlamaya Sentido Norte-Sur,-99.199933,19.354244
-99.19993_19.35424,2022,radar fijo,RVEF043,Periférico 2P Cerrada De Las Flores Entre Calle Calz. De Las Águilas Y ,"Cóndor, Sentido Sur-Norte",-99.199933,19.354244
-99.20078_19.35031,2019,radar fijo,JVEF012,AUN / Av. Río Becerra ,y 11 de Abril,-99.200777,19.350306
-99.20078_19.35031,2020,radar fijo,JVEF012,AUN / Av. Río Becerra ,y 11 de Abril,-99.200777,19.350306
-99.20078_19.35031,2021,radar fijo,JVEF012,AUN / Av. Río Becerra ,y 11 de Abril,-99.200777,19.350306
-99.20078_19.35031,2022,radar fijo,RVEF044,Periférico 2P Calz. Sta. Catarina Entre Hermenegildo Galeana Y ,"León Felipe, Sentido Sur-Norte",-99.200777,19.350306
-99.20078_19.35031,2022,radar fijo,JVEF012,Aun/Av. Río Becerra Y,11 De Abril,-99.200777,19.350306
-99.20078_19.35031,2023,radar fijo,JVEF012,Aun/Av. Río Becerra Y,11 De Abril,-99.200777,19.350306
-99.20101_19.35009,2023,radar fijo,039-SSC-AOB-EV-119.54,Hermenegildo Galeana,León Felipe,-99.2010128,19.3500941
-99.20101_19.35009,2024,radar fijo,039-SSC-AOB-EV-119.54,Hermenegildo Galeana,León Felipe,-99.2010128,19.3500941
-99.20113_19.35022,2023,radar fijo,037-SSC-AOB-EV-119.38,Barranca Pilares,Rincón Atlamaya,-99.2011302,19.3502218
-99.20113_19.35022,2024,radar fijo,037-SSC-AOB-EV-119.38,Barranca Pilares,Rincón Atlamaya,-99.2011302,19.3502218
-99.20225_19.40629,2023,radar fijo,VVEF010 ,Avenida Constituyentes Y,Camino De Los Toros,-99.2022534,19.4062947
-99.20227_19.40622,2024,radar fijo,072-SSC-MIH-EV-143.190,Sur 128,2A Privada Constituyentes,-99.2022738,19.4062228
-99.20273_19.34316,2019,radar fijo,JVEF011,AUN /  Calle 16,y Av. San Antonio,-99.2027342,19.3431643
-99.20273_19.34316,2020,radar fijo,JVEF011,AUN /  Calle 16,y Av. San Antonio,-99.2027342,19.3431643
-99.20273_19.34316,2021,radar fijo,JVEF011,AUN /  Calle 16,y Av. San Antonio,-99.2027342,19.3431643
-99.20273_19.34316,2022,radar fijo,JVEF011,Aun/Calle 16 Y,Av. San Antonio,-99.2027342,19.3431643
-99.20273_19.34316,2023,radar fijo,JVEF011,Aun/Calle 16 Y,Av. San Antonio,-99.2027342,19.3431643
-99.21352_19.43895,2019,radar fijo,JFCF023,Eje 2 Norte Manuel González,y Eje Central Lázaro Cárdenas,-99.213515,19.438951
-99.21352_19.43895,2020,radar fijo,JFCF023,Eje 2 Norte Manuel González,y Eje Central Lázaro Cárdenas,-99.213515,19.438951
-99.21352_19.43895,2021,radar fijo,JFCF023,Eje 2 Norte Manuel González,y Eje Central Lázaro Cárdenas,-99.213515,19.438951
-99.21352_19.43895,2022,radar fijo,JFCF023,Eje 2 Norte Manuel González Y,Eje Central Lázaro Cárdenas,-99.213515,19.438951
-99.21354_19.43898,2023,radar fijo,028-SSC-MIH-FC-124.222,Periférico Boulevard Manuel Ávila Camacho,Juan Racine,-99.2135412,19.4389827
-99.21354_19.43898,2024,radar fijo,028-SSC-MIH-FC-124.222,Periferico Blvrd Manuel Avila Camacho,Juan Racine,-99.2135412,19.4389827
