periodo,coef_promedio,coef_mediano,minimo,maximo
Post,-0.46583333333356297,-0.37500000000022593,-5.266666666667005,4.466666666666553
Pre,-0.11270833333356996,0.49374999999977986,-2.883333333333566,1.4449999999997265
