ruta,archivo,tamano_mb
D:/maestría/tesis-maestria/data/raw/12_accidentes_alcaldias/accidentes_terrestres_alcaldias_cdmx_84.csv,accidentes_terrestres_alcaldias_cdmx_84.csv,0
