folio,fecha_creacion,colonia_fuente,alcaldia_fuente,id_colonia,colonia,id_alcaldia,alcaldia
AO/150320/01990,2015-03-20,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-012,CRUZ ROJA TEPANTONGO (U HAB),2,AZCAPOTZALCO
AO/150320/01990,2015-03-20,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
AO/150320/02274,2015-03-20,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-012,CRUZ ROJA TEPANTONGO (U HAB),2,AZCAPOTZALCO
AO/150320/02274,2015-03-20,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
AO/180318/06431,2018-03-18,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
AO/180318/06431,2018-03-18,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,02-083,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),2,AZCAPOTZALCO
AO/180731/02404,2018-07-31,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
AO/180731/02404,2018-07-31,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,02-083,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),2,AZCAPOTZALCO
AO/201119/05575,2020-11-19,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
AO/201119/05575,2020-11-19,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,02-083,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),2,AZCAPOTZALCO
AO/210227/00697,2021-02-27,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
AO/210227/00697,2021-02-27,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,02-083,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),2,AZCAPOTZALCO
C2N/20210429/00042,2021-04-29,TORRES DE SAN JUAN (U HAB),GUSTAVO A. MADERO,05-163,SAN JUAN III (U HAB),5,GUSTAVO A. MADERO
C2N/20210429/00042,2021-04-29,TORRES DE SAN JUAN (U HAB),GUSTAVO A. MADERO,05-186,TORRES DE SAN JUAN (U HAB),5,GUSTAVO A. MADERO
C2O/20210328/00217,2021-03-28,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C2O/20210328/00217,2021-03-28,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20210423/00247,2021-04-23,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C2O/20210423/00247,2021-04-23,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20210424/00011,2021-04-24,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C2O/20210424/00011,2021-04-24,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20210424/00012,2021-04-24,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C2O/20210424/00012,2021-04-24,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20210515/00103,2021-05-15,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C2O/20210515/00103,2021-05-15,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20210515/00107,2021-05-15,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C2O/20210515/00107,2021-05-15,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20210702/00052,2021-07-02,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C2O/20210702/00052,2021-07-02,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20210915/00034,2021-09-15,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C2O/20210915/00034,2021-09-15,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20220407/00183,2022-04-07,Barrio San Miguel,Iztapalapa,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C2O/20220407/00183,2022-04-07,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20220410/00175,2022-04-10,Barrio San Miguel,Iztapalapa,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C2O/20220410/00175,2022-04-10,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20220605/00371,2022-06-05,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C2O/20220605/00371,2022-06-05,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20220731/00150,2022-07-31,Barrio San Miguel,Iztapalapa,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C2O/20220731/00150,2022-07-31,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20230511/00030,2023-05-11,Barrio San Miguel,Iztapalapa,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C2O/20230511/00030,2023-05-11,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2O/20230909/00009,2023-09-09,Barrio San Miguel,Iztapalapa,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C2O/20230909/00009,2023-09-09,Barrio San Miguel,Iztapalapa,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C2P/20210712/00149,2021-07-12,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
C2P/20210712/00149,2021-07-12,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,02-083,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),2,AZCAPOTZALCO
C2P/20210712/00152,2021-07-12,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
C2P/20210712/00152,2021-07-12,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,02-083,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),2,AZCAPOTZALCO
C2P/20220326/00001,2022-03-26,Cove,Álvaro Obregón,10-049,COVE,10,ALVARO OBREGON
C2P/20220326/00001,2022-03-26,Cove,Álvaro Obregón,16-003,AMERICA,16,MIGUEL HIDALGO
C2P/20230107/00151,2023-01-07,Cove,Álvaro Obregón,10-049,COVE,10,ALVARO OBREGON
C2P/20230107/00151,2023-01-07,Cove,Álvaro Obregón,16-003,AMERICA,16,MIGUEL HIDALGO
C2P/20231022/00194,2023-10-22,Cove,Álvaro Obregón,10-049,COVE,10,ALVARO OBREGON
C2P/20231022/00194,2023-10-22,Cove,Álvaro Obregón,16-003,AMERICA,16,MIGUEL HIDALGO
C2P/20240104/00140,2024-01-04,Nueva El Rosario,Azcapotzalco,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
C2P/20240104/00140,2024-01-04,Nueva El Rosario,Azcapotzalco,02-083,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),2,AZCAPOTZALCO
C4/140117/02623,2014-01-17,LA JOYA,GUSTAVO A. MADERO,05-036,CUCHILLA LA JOYA,5,GUSTAVO A. MADERO
C4/140117/02623,2014-01-17,LA JOYA,GUSTAVO A. MADERO,05-102,LA JOYA,5,GUSTAVO A. MADERO
C4/140117/02626,2014-01-17,LA JOYA,GUSTAVO A. MADERO,05-036,CUCHILLA LA JOYA,5,GUSTAVO A. MADERO
C4/140117/02626,2014-01-17,LA JOYA,GUSTAVO A. MADERO,05-102,LA JOYA,5,GUSTAVO A. MADERO
C4/140214/03533,2014-02-14,LA JOYA,GUSTAVO A. MADERO,05-036,CUCHILLA LA JOYA,5,GUSTAVO A. MADERO
C4/140214/03533,2014-02-14,LA JOYA,GUSTAVO A. MADERO,05-102,LA JOYA,5,GUSTAVO A. MADERO
C4/140319/00182,2014-03-19,PLAZA ORIENTE (RDCIAL),GUSTAVO A. MADERO,05-138,PLAZA ORIENTE (RDCIAL),5,GUSTAVO A. MADERO
C4/140319/00182,2014-03-19,PLAZA ORIENTE (RDCIAL),GUSTAVO A. MADERO,05-149,SALVADOR DIAZ MIRON,5,GUSTAVO A. MADERO
C4/140329/02171,2014-03-29,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-034,KENNEDY (U HAB),17,VENUSTIANO CARRANZA
C4/140329/02171,2014-03-29,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-077,JARDIN BALBUENA II,17,VENUSTIANO CARRANZA
C4/140525/01742,2014-05-25,OBRERA II,CUAUHTEMOC,15-032,TRANSITO,15,CUAUHTEMOC
C4/140525/01742,2014-05-25,OBRERA II,CUAUHTEMOC,15-063,OBRERA II,15,CUAUHTEMOC
C4/140721/01158,2014-07-21,OBRERA II,CUAUHTEMOC,15-032,TRANSITO,15,CUAUHTEMOC
C4/140721/01158,2014-07-21,OBRERA II,CUAUHTEMOC,15-063,OBRERA II,15,CUAUHTEMOC
C4/150205/00822,2015-02-05,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C4/150205/00822,2015-02-05,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C4/150326/03348,2015-03-26,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C4/150326/03348,2015-03-26,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C4/150418/04590,2015-04-18,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C4/150418/04590,2015-04-18,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C4/150508/04845,2015-05-08,PLAZA ORIENTE (RDCIAL),GUSTAVO A. MADERO,05-138,PLAZA ORIENTE (RDCIAL),5,GUSTAVO A. MADERO
C4/150508/04845,2015-05-08,PLAZA ORIENTE (RDCIAL),GUSTAVO A. MADERO,05-149,SALVADOR DIAZ MIRON,5,GUSTAVO A. MADERO
C4/150525/01921,2015-05-25,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C4/150525/01921,2015-05-25,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C4/150526/00040,2015-05-26,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C4/150526/00040,2015-05-26,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C4/150607/06111,2015-06-07,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C4/150607/06111,2015-06-07,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C4/150815/02290,2015-08-15,INFONAVIT (U HAB),IZTAPALAPA,05-082,INFONAVIT (U HAB),5,GUSTAVO A. MADERO
C4/150815/02290,2015-08-15,INFONAVIT (U HAB),IZTAPALAPA,05-111,LA PURISIMA TICOMAN (BARR),5,GUSTAVO A. MADERO
C4/151024/01066,2015-10-24,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C4/151024/01066,2015-10-24,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C4/151224/00469,2015-12-24,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C4/151224/00469,2015-12-24,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C4/160310/07161,2016-03-10,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C4/160310/07161,2016-03-10,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C4/160412/05409,2016-04-12,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C4/160412/05409,2016-04-12,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/160428/05323,2016-04-28,SUTIC VALLEJO (U HAB),TLALPAN,05-111,LA PURISIMA TICOMAN (BARR),5,GUSTAVO A. MADERO
C5/160428/05323,2016-04-28,SUTIC VALLEJO (U HAB),TLALPAN,05-178,SUTIC VALLEJO (U HAB),5,GUSTAVO A. MADERO
C5/160516/01850,2016-05-16,VERACRUZANA (AMPL),IZTAPALAPA,07-072,ESTADO DE VERACRUZ,7,IZTAPALAPA
C5/160516/01850,2016-05-16,VERACRUZANA (AMPL),IZTAPALAPA,07-241,VERACRUZANA (AMPL),7,IZTAPALAPA
C5/160705/05238,2016-07-05,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-012,CRUZ ROJA TEPANTONGO (U HAB),2,AZCAPOTZALCO
C5/160705/05238,2016-07-05,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
C5/160716/03577,2016-07-16,LA JOYA,GUSTAVO A. MADERO,05-036,CUCHILLA LA JOYA,5,GUSTAVO A. MADERO
C5/160716/03577,2016-07-16,LA JOYA,GUSTAVO A. MADERO,05-102,LA JOYA,5,GUSTAVO A. MADERO
C5/160717/02971,2016-07-17,LA JOYA,GUSTAVO A. MADERO,05-036,CUCHILLA LA JOYA,5,GUSTAVO A. MADERO
C5/160717/02971,2016-07-17,LA JOYA,GUSTAVO A. MADERO,05-102,LA JOYA,5,GUSTAVO A. MADERO
C5/160812/06374,2016-08-12,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/160812/06374,2016-08-12,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/160820/06010,2016-08-20,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/160820/06010,2016-08-20,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/160820/06065,2016-08-20,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/160820/06065,2016-08-20,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/161001/02065,2016-10-01,GAVILAN (U HAB),XOCHIMILCO,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/161001/02065,2016-10-01,GAVILAN (U HAB),XOCHIMILCO,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/161029/05733,2016-10-29,PRIVADA GAVILAN (U HAB),IZTACALCO,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C5/161029/05733,2016-10-29,PRIVADA GAVILAN (U HAB),IZTACALCO,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/161029/05774,2016-10-29,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C5/161029/05774,2016-10-29,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/161126/02723,2016-11-26,SANTA CECILIA,COYOACAN,03-080,LOS SAUCES (FRACC),3,COYOACAN
C5/161126/02723,2016-11-26,SANTA CECILIA,COYOACAN,03-107,SANTA CECILIA,3,COYOACAN
C5/161127/04254,2016-11-27,FLORESTA-PRADO-VERGEL COAPA,TLALPAN,12-043,FLORESTA-PRADO-VERGEL COAPA,12,TLALPAN
C5/161127/04254,2016-11-27,FLORESTA-PRADO-VERGEL COAPA,TLALPAN,12-064,JARDINES COAPA-BELISARIO DOMINGUEZ,12,TLALPAN
C5/161209/07201,2016-12-09,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-012,CRUZ ROJA TEPANTONGO (U HAB),2,AZCAPOTZALCO
C5/161209/07201,2016-12-09,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
C5/170302/01728,2017-03-02,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-034,KENNEDY (U HAB),17,VENUSTIANO CARRANZA
C5/170302/01728,2017-03-02,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-077,JARDIN BALBUENA II,17,VENUSTIANO CARRANZA
C5/170409/05634,2017-04-09,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C5/170409/05634,2017-04-09,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/170516/06214,2017-05-16,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-012,CRUZ ROJA TEPANTONGO (U HAB),2,AZCAPOTZALCO
C5/170516/06214,2017-05-16,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
C5/170702/00827,2017-07-02,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/170702/00827,2017-07-02,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/171005/05034,2017-10-05,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/171005/05034,2017-10-05,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/171210/04826,2017-12-10,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
C5/171210/04826,2017-12-10,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/171214/03151,2017-12-14,"BOSQUE DE CHAPULTEPEC I, II Y III SECCIONES",MIGUEL HIDALGO,16-046,LOMAS VIRREYES (LOMAS DE CHAPULTEPEC),16,MIGUEL HIDALGO
C5/171214/03151,2017-12-14,"BOSQUE DE CHAPULTEPEC I, II Y III SECCIONES",MIGUEL HIDALGO,16-053,MOLINO DEL REY,16,MIGUEL HIDALGO
C5/180115/04928,2018-01-15,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/180115/04928,2018-01-15,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/180123/04660,2018-01-23,LA JOYA,GUSTAVO A. MADERO,05-036,CUCHILLA LA JOYA,5,GUSTAVO A. MADERO
C5/180123/04660,2018-01-23,LA JOYA,GUSTAVO A. MADERO,05-102,LA JOYA,5,GUSTAVO A. MADERO
C5/180408/02678,2018-04-08,VERACRUZANA (AMPL),IZTAPALAPA,07-072,ESTADO DE VERACRUZ,7,IZTAPALAPA
C5/180408/02678,2018-04-08,VERACRUZANA (AMPL),IZTAPALAPA,07-241,VERACRUZANA (AMPL),7,IZTAPALAPA
C5/180503/08531,2018-05-03,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-034,KENNEDY (U HAB),17,VENUSTIANO CARRANZA
C5/180503/08531,2018-05-03,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-077,JARDIN BALBUENA II,17,VENUSTIANO CARRANZA
C5/180511/06449,2018-05-11,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/180511/06449,2018-05-11,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/180515/07839,2018-05-15,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-034,KENNEDY (U HAB),17,VENUSTIANO CARRANZA
C5/180515/07839,2018-05-15,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-077,JARDIN BALBUENA II,17,VENUSTIANO CARRANZA
C5/180602/09796,2018-06-02,TORRES DE SAN JUAN (U HAB),GUSTAVO A. MADERO,05-163,SAN JUAN III (U HAB),5,GUSTAVO A. MADERO
C5/180602/09796,2018-06-02,TORRES DE SAN JUAN (U HAB),GUSTAVO A. MADERO,05-186,TORRES DE SAN JUAN (U HAB),5,GUSTAVO A. MADERO
C5/180804/07694,2018-08-04,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-034,KENNEDY (U HAB),17,VENUSTIANO CARRANZA
C5/180804/07694,2018-08-04,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-077,JARDIN BALBUENA II,17,VENUSTIANO CARRANZA
C5/180810/07919,2018-08-10,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-012,CRUZ ROJA TEPANTONGO (U HAB),2,AZCAPOTZALCO
C5/180810/07919,2018-08-10,CRUZ ROJA TEPANTONGO (U HAB),AZCAPOTZALCO,02-081,SAN MARTIN XOCHINAHUAC (PBLO),2,AZCAPOTZALCO
C5/180926/06181,2018-09-26,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-034,KENNEDY (U HAB),17,VENUSTIANO CARRANZA
C5/180926/06181,2018-09-26,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-077,JARDIN BALBUENA II,17,VENUSTIANO CARRANZA
C5/181118/02092,2018-11-18,LA JOYA,GUSTAVO A. MADERO,05-036,CUCHILLA LA JOYA,5,GUSTAVO A. MADERO
C5/181118/02092,2018-11-18,LA JOYA,GUSTAVO A. MADERO,05-102,LA JOYA,5,GUSTAVO A. MADERO
C5/181118/02229,2018-11-18,LA JOYA,GUSTAVO A. MADERO,05-036,CUCHILLA LA JOYA,5,GUSTAVO A. MADERO
C5/181118/02229,2018-11-18,LA JOYA,GUSTAVO A. MADERO,05-102,LA JOYA,5,GUSTAVO A. MADERO
C5/181203/05168,2018-12-03,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/181203/05168,2018-12-03,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/181219/01647,2018-12-19,PLAZA ORIENTE (RDCIAL),GUSTAVO A. MADERO,05-138,PLAZA ORIENTE (RDCIAL),5,GUSTAVO A. MADERO
C5/181219/01647,2018-12-19,PLAZA ORIENTE (RDCIAL),GUSTAVO A. MADERO,05-149,SALVADOR DIAZ MIRON,5,GUSTAVO A. MADERO
C5/190128/08535,2019-01-28,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/190128/08535,2019-01-28,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/190209/07652,2019-02-09,TORRES DE SAN JUAN (U HAB),GUSTAVO A. MADERO,05-163,SAN JUAN III (U HAB),5,GUSTAVO A. MADERO
C5/190209/07652,2019-02-09,TORRES DE SAN JUAN (U HAB),GUSTAVO A. MADERO,05-186,TORRES DE SAN JUAN (U HAB),5,GUSTAVO A. MADERO
C5/190209/08014,2019-02-09,TORRES DE SAN JUAN (U HAB),GUSTAVO A. MADERO,05-163,SAN JUAN III (U HAB),5,GUSTAVO A. MADERO
C5/190209/08014,2019-02-09,TORRES DE SAN JUAN (U HAB),GUSTAVO A. MADERO,05-186,TORRES DE SAN JUAN (U HAB),5,GUSTAVO A. MADERO
C5/190227/05106,2019-02-27,INFONAVIT (U HAB),GUSTAVO A. MADERO,05-082,INFONAVIT (U HAB),5,GUSTAVO A. MADERO
C5/190227/05106,2019-02-27,INFONAVIT (U HAB),GUSTAVO A. MADERO,05-111,LA PURISIMA TICOMAN (BARR),5,GUSTAVO A. MADERO
C5/190315/05960,2019-03-15,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-034,KENNEDY (U HAB),17,VENUSTIANO CARRANZA
C5/190315/05960,2019-03-15,KENNEDY (U HAB),VENUSTIANO CARRANZA,17-077,JARDIN BALBUENA II,17,VENUSTIANO CARRANZA
C5/190406/09582,2019-04-06,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/190406/09582,2019-04-06,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/190418/02717,2019-04-18,CONSTITUCION DE 1917 I,BENITO JUAREZ,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/190418/02717,2019-04-18,CONSTITUCION DE 1917 I,BENITO JUAREZ,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/190430/03465,2019-04-30,GAVILAN (U HAB),IZTAPALAPA,07-081,GAVILAN (U HAB),7,IZTAPALAPA
C5/190430/03465,2019-04-30,GAVILAN (U HAB),IZTAPALAPA,07-196,SAN MIGUEL (BARR),7,IZTAPALAPA
C5/190512/00810,2019-05-12,CONSTITUCION DE 1917 I,IZTAPALAPA,07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA
C5/190512/00810,2019-05-12,CONSTITUCION DE 1917 I,IZTAPALAPA,07-266,CONSTITUCION DE 1917 I,7,IZTAPALAPA
C5/190525/08297,2019-05-25,PRIVADA GAVILAN (U HAB),IZTAPALAPA,07-163,PRIVADA GAVILAN (U HAB),7,IZTAPALAPA
