especificacion,term,estimate,std.error,statistic,p.value,conf.low,conf.high,media_pre_tratados,efecto_porcentual_aprox
Post desde enero 2023,did_enero,0.014484126984129706,2.8802938963375784,0.005028697593168155,0.9960154603445527,-5.8270226452387215,5.85599089920698,35.82523148148148,0.0404299606315642
Post desde abril 2023,did_abril,-0.01695331695331729,3.1536928294909297,-0.0053757033008360235,0.9957405094789685,-6.412938825378935,6.379032191472301,35.82523148148148,-0.047322281677595515
Post desde julio 2023,did_julio,0.12790570175438895,3.0724066806878274,0.04163045945654381,0.9670233294074049,-6.103223855920853,6.359035259429631,35.82523148148148,0.3570268675598231
