coef_principal,coef_min,coef_max,coef_promedio,coef_mediano,sd_coeficientes,max_desviacion_principal,n_coef_negativos,n_coef_positivos
0.014484126984129706,-1.2161375661375462,1.5302721088435303,0.014484126984130517,0.12791005291005098,0.9793911961431674,1.5157879818594007,4,4
