id_tratamiento,tendencia_diferencia,diferencia_media
002-SSC-AZC-EV-124.14,-0.29905557967868,-0.3625
004-SSC-XOC-FC-124.30,-0.5063287016934435,1.7624999999999997
005-SSC-IZT-FC-124.38,-0.08344550586191934,1.3125
007-SSC-COY-EV-124.54,-0.005937907077724758,2.029166666666667
012-SSC-VCA-FC-124.94,0.001215805471124623,2.7416666666666667
013-SSC-VCA-EV-124.102,0.0368106817194964,3.645833333333333
019-SSC-IZP-EV-124.150,0.15827181936604437,1.258333333333333
026-SSC-IZP-FC-124.206,0.11585974815458105,1.845833333333333
