ruta,archivo,tamano_bytes,tamano_kb
D:/maestría/tesis-maestria/data/raw/13_vehiculos_registrados/vehiculos_circulacion_tipo_vehiculo_1990_2019_64.csv,vehiculos_circulacion_tipo_vehiculo_1990_2019_64.csv,6041,5.9
