term,estimate,std.error,statistic,p.value,conf.low,conf.high,tiempo_evento,escenario,evento,buffer_m,outcome
fixest::tiempo_evento::6:tratada,0.06097415535707227,0.061585659017849216,0.990070680893425,0.322271687244466,-0.059812154692573706,0.18176046540671825,6,2021-02-01 | n_victimas | 250m,2021-02,250,n_victimas
fixest::tiempo_evento::7:tratada,0.01762729612821557,0.06886012803293678,0.2559869787024529,0.7979899324306471,-0.11742623593245494,0.15268082818888606,7,2021-02-01 | n_victimas | 250m,2021-02,250,n_victimas
fixest::tiempo_evento::8:tratada,0.1172564247986958,0.06561471864051714,1.7870445416539493,0.07409730222591349,-0.011431972401645951,0.24594482199903756,8,2021-02-01 | n_victimas | 250m,2021-02,250,n_victimas
fixest::tiempo_evento::9:tratada,0.043852989512148624,0.07320159530505138,0.599071500141507,0.5492000524026677,-0.0997153464876669,0.18742132551196417,9,2021-02-01 | n_victimas | 250m,2021-02,250,n_victimas
fixest::tiempo_evento::10:tratada,0.13195165582970825,0.07140587012069156,1.847910481402734,0.06477807474370215,-0.008094772272374484,0.271998083931791,10,2021-02-01 | n_victimas | 250m,2021-02,250,n_victimas
fixest::tiempo_evento::11:tratada,0.05557834111270567,0.07382713073163756,0.7528172984906261,0.4516574462582491,-0.08921684083124075,0.20037352305665207,11,2021-02-01 | n_victimas | 250m,2021-02,250,n_victimas
fixest::tiempo_evento::12:tratada,0.031150282878648183,0.06688428161105844,0.4657339830573569,0.641461866840105,-0.10002807430641839,0.16232864006371475,12,2021-02-01 | n_victimas | 250m,2021-02,250,n_victimas
fixest::tiempo_evento::-12:tratada,6.038271838018311,0.8867260873063737,6.809624668155298,1.3262556552238572e-11,4.299159619060723,7.777384056975898,-12,2021-02-01 | n_incidentes | 500m,2021-02,500,n_incidentes
fixest::tiempo_evento::-11:tratada,2.650551488740335,0.6614869739625274,4.006959461140479,6.399347527087983e-5,1.3531947338555146,3.9479082436251556,-11,2021-02-01 | n_incidentes | 500m,2021-02,500,n_incidentes
fixest::tiempo_evento::-10:tratada,-3.734321143636787,0.5293189278273767,-7.054954862401287,2.4474168836914314e-12,-4.77246023561555,-2.696182051658024,-10,2021-02-01 | n_incidentes | 500m,2021-02,500,n_incidentes
