term,estimate,std.error,statistic,p.value,conf.low,conf.high,tiempo_evento,escenario,evento,buffer_m,outcome
fixest::tiempo_evento::12:tratada,1.9922122521035492,0.4848249992051568,4.109136813014322,4.148448594888432e-5,1.0413379153226263,2.943086588884472,12,2021-02-01 | n_incidentes | 1000m,2021-02,1000,n_incidentes
fixest::tiempo_evento::-12:tratada,0.08145286363053034,0.039589083344247586,2.0574576815092054,0.03978494996003196,0.003807850624926848,0.15909787663613384,-12,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::-11:tratada,0.07197850891689299,0.03903120834028439,1.8441270966905592,0.06532768765243376,-0.004572358726425488,0.14852937656021148,-11,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::-10:tratada,0.00643901628368258,0.03935554235549945,0.1636114228974107,0.8700552875346954,-0.07074795901109512,0.08362599157846029,-10,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::-9:tratada,-0.015082530188012332,0.035068154332631135,-0.43009193027241654,0.6671798853137809,-0.08386076573246568,0.053695705356441005,-9,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::-8:tratada,-0.012265979839060557,0.03552220441686267,-0.34530457893648625,0.7299054619286489,-0.08193473170057015,0.05740277202244905,-8,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::-7:tratada,0.018156641186750293,0.04285247006602149,0.42370115792104657,0.6718340315463321,-0.06588876513564532,0.10220204750914591,-7,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::-6:tratada,0.05732247701260765,0.04001043975097812,1.4326880026657618,0.15211941781191404,-0.02114893107257125,0.13579388509778656,-6,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::-5:tratada,-0.00245098039295253,0.03950783831401544,-0.06203782584791642,0.9505395475222002,-0.07993664968821643,0.07503468890231138,-5,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::-4:tratada,0.07690539492553454,0.038191560839056574,2.013675095648023,0.04419115808048953,0.002001305526260183,0.1518094843248089,-4,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::-3:tratada,0.06849174698047708,0.04080031005456681,1.6787065316139858,0.09338157874124256,-0.011528812658972265,0.14851230661992643,-3,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::-2:tratada,0.0064500941611610255,0.03970473120092024,0.16245152570159022,0.8709684013121141,-0.07142173590048131,0.08432192422280335,-2,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
NA,0,NA,NA,NA,0,0,-1,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::0:tratada,0.04173867286947827,0.03881825015088063,1.0752332397067461,0.2824133865542368,-0.03439452555826068,0.11787187129721723,0,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::1:tratada,0.012864185221313502,0.038365376468149436,0.33530715466830424,0.7374321899999805,-0.06238080413424776,0.08810917457687475,1,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::2:tratada,0.08096543702146573,0.04184478727150334,1.9348989993935013,0.05315806765437923,-0.0011036279190005799,0.16303450196193203,2,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::3:tratada,0.04631106679880108,0.040222169528687284,1.1513816221616555,0.2497270877978912,-0.032575601250872305,0.12519773484847446,3,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::4:tratada,0.04225102470286664,0.04070112401383349,1.0380800463521933,0.29937121561565516,-0.03757500400097741,0.12207705340671068,4,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::5:tratada,-0.02632657582886372,0.043217327288228205,-0.6091671438468318,0.5424899801470929,-0.11108756688751327,0.05843441522978583,5,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::6:tratada,0.02953362135734875,0.0383388924586242,0.7703305824293645,0.4412041842372443,-0.04565942561687101,0.10472666833156852,6,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::7:tratada,-0.016461725934105418,0.038831010684346946,-0.423932461298033,0.6716653613188659,-0.09261995125570636,0.059696499387495536,7,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::8:tratada,0.04049518112249695,0.03777157811614091,1.0721072071169873,0.28381456965061597,-0.033585207366620975,0.11457556961161487,8,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::9:tratada,0.033629666555088915,0.04105523845564659,0.8191321697332296,0.4128186695826124,-0.04689087735641894,0.11415021046659676,9,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::10:tratada,0.09246427384433219,0.04549987688257272,2.032187341582625,0.04228020838630852,0.0032265791601472638,0.1817019685285171,10,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::11:tratada,0.02639858203088676,0.04156340648522249,0.6351400008628394,0.5254172586970325,-0.055118618280122864,0.10791578234189637,11,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::12:tratada,0.007571729255876611,0.04111957151740286,0.18413930341351104,0.8539247668242507,-0.07307498937337654,0.08821844788512977,12,2021-02-01 | n_victimas | 1000m,2021-02,1000,n_victimas
fixest::tiempo_evento::-12:tratada,-3.696397457713888,0.8187372100380289,-4.514754444276689,6.746875602851747e-6,-5.302164905492173,-2.0906300099356026,-12,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::-11:tratada,-2.320165219542488,0.7706954380010799,-3.0104826175696617,0.0026443395954247806,-3.831709621482983,-0.8086208176019931,-11,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::-10:tratada,-0.7525488313937811,0.7626493430825423,-0.9867560212561962,0.32389392644655146,-2.248312642024249,0.7432149792366867,-10,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::-9:tratada,-2.3488430268930025,0.7767424161514307,-3.0239664759534404,0.0025298545955128003,-3.8722472057585122,-0.8254388480274928,-9,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::-8:tratada,-2.2759020899702547,0.8413095921157847,-2.7051897557077123,0.006890440774966415,-3.925940148531688,-0.6258640314088211,-8,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::-7:tratada,-0.6344488561186032,0.8023374084590684,-0.7907506859702528,0.4291929163607543,-2.20805181057394,0.9391540983367337,-7,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::-6:tratada,0.7864653780676767,0.7988294319856233,0.9845222854555901,0.3249901445338419,-0.7802574757160801,2.3531882318514334,-6,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::-5:tratada,0.06468577744558268,0.7343411186231186,0.08808682478092442,0.9298173962299785,-1.375557867759361,1.5049294226505263,-5,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::-4:tratada,3.5615224631628934,0.8401724427744739,4.239037466406057,2.3577027959991278e-5,1.9137146652677053,5.209330261058081,-4,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::-3:tratada,-3.886117777099445,0.8061349533239227,-4.820678921160633,1.5500262762571569e-6,-5.467168754987328,-2.305066799211562,-3,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::-2:tratada,-2.1054089038220267,0.7889623734917725,-2.6685796110959688,0.007685170986293656,-3.6527797590151563,-0.5580380486288969,-2,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
NA,0,NA,NA,NA,0,0,-1,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::0:tratada,-1.0128161496303356,0.8022980651433615,-1.2623938578854192,0.2069694543178456,-2.5863419410901773,0.5607096418295063,0,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::1:tratada,1.3997760228016842,0.8597445997545976,1.6281300553690379,0.10367105933427685,-0.286418124432664,3.0859701700360325,1,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::2:tratada,0.17540904925786716,0.7733484920562906,0.22681760042159552,0.8205911479527312,-1.3413387168229431,1.6921568153386772,2,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::3:tratada,1.0583096993729955,0.8728374884945624,1.2124934060730235,0.22548153783033537,-0.6535631812549918,2.7701825800009825,3,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::4:tratada,1.6790610410542146,0.8737537789812958,1.9216638387668223,0.05480466732238663,-0.03460893566060763,3.392731017769037,4,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::5:tratada,2.0329391916423334,0.7948002994413702,2.557798723869626,0.010614403763769513,0.4741185680284319,3.5917598152562347,5,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::6:tratada,5.915182454144331,1.088767758496713,5.432914786447719,6.293684748822838e-8,3.779811295548344,8.050553612740318,6,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::7:tratada,1.9605567433098625,0.8062957088246815,2.431560433538361,0.015130237709182091,0.3791904799469763,3.5419230066727487,7,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::8:tratada,4.047939846119992,0.8769256232116427,4.616058350872292,4.185597131339766e-6,2.3280490159346434,5.767830676305341,8,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::9:tratada,-1.0068851171536282,0.6689796563704509,-1.5051057346294854,0.13247108283020584,-2.3189370701553456,0.30516683584808946,9,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::10:tratada,-0.6768358130829724,0.7226449828631474,-0.9366090253630803,0.3490844498078677,-2.094140139251366,0.7404685130854212,10,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::11:tratada,0.7113050307576239,0.7554737918442785,0.9415350187346287,0.3465561867847675,-0.7703855626585758,2.1929956241738235,11,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::12:tratada,-0.2465581686251822,0.6907179977854409,-0.3569592357744978,0.7211638648388214,-1.6012449507087,1.108128613458336,12,2022-04-01 | n_incidentes | 250m,2022-04,250,n_incidentes
fixest::tiempo_evento::-12:tratada,0.01680701601284884,0.0836055682429248,0.20102747180683328,0.8406996426313353,-0.14716635455285307,0.18078038657855075,-12,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::-11:tratada,0.08485536018140304,0.08900859205830515,0.9533389779474151,0.3405454321049276,-0.08971481685154813,0.2594255372143542,-11,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::-10:tratada,-0.00406358625309023,0.07183162733911964,-0.056570989738348766,0.9548931779560151,-0.1449450406293259,0.13681786812314545,-10,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::-9:tratada,-0.15430865220993278,0.07175838572658602,-2.15039191095909,0.03165609717930532,-0.29504645976544586,-0.01357084465441974,-9,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::-8:tratada,-0.047291184897562795,0.06887167289184729,-0.6866565441473531,0.4923869989824434,-0.18236735958202074,0.08778498978689517,-8,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::-7:tratada,-0.09063804412641788,0.07433304119818346,-1.2193506772413998,0.22286973234430577,-0.23642545477172255,0.0551493665188868,-7,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::-6:tratada,0.008991084544057233,0.07202607923151604,0.12483095900801243,0.9006712163800308,-0.1322717431411484,0.15025391222926285,-6,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::-5:tratada,-0.06441235074249141,0.08020886024346698,-0.803057798689239,0.42204659217142493,-0.22172384852622443,0.09289914704124161,-5,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::-4:tratada,0.02368631557507319,0.07028939453776813,0.33698277998889264,0.7361688854433017,-0.11417039875155469,0.16154302990170108,-4,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::-3:tratada,-0.05268699914193126,0.0753363955892671,-0.6993565159286355,0.484418968233261,-0.20044226198698226,0.09506826370311974,-3,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::-2:tratada,-0.07711505737599078,0.07332660696341793,-1.0516654263637601,0.2930932281665977,-0.2209285754062999,0.06669846065431834,-2,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
NA,0,NA,NA,NA,0,0,-1,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::0:tratada,0.06038657882097498,0.07958231503865626,0.7587939455096631,0.4480744613318378,-0.09569609256753425,0.2164692502094842,0,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::1:tratada,0.03544948150726819,0.08502053874897621,0.416951974533272,0.6767628982313909,-0.13129903296337259,0.202197995977909,1,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::2:tratada,0.13867388047749268,0.10435524986369908,1.3288634798787602,0.18406023053892798,-0.06599528709107794,0.3433430480460633,2,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::3:tratada,0.10349782567582051,0.09721945691788643,1.0645793440631635,0.2872080922957033,-0.08717610155679463,0.29417175290843567,3,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::4:tratada,0.09564117108065426,0.08763184045679984,1.091397494131175,0.2752430317645013,-0.0762288197652404,0.2675111619265489,4,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::5:tratada,0.05018543566464725,0.08722367475990418,0.5753648399106084,0.5651159771603924,-0.12088403068896944,0.22125490201826395,5,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::6:tratada,-0.02001250781742961,0.06657480785755064,-0.3006018111272682,0.7637526161924526,-0.15058390238588137,0.11055888675102216,6,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::7:tratada,-0.030681966927041136,0.07875980025583174,-0.3895637981226254,0.6969048807662244,-0.185151462015044,0.12378752816096172,7,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::8:tratada,0.008324970548399334,0.08382010374559673,0.09931949707037513,0.9208955786638326,-0.1560691627753154,0.1727191038721141,8,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::9:tratada,-0.09384353593089034,0.07116844660189463,-1.3186115534576255,0.18746555179236374,-0.2334243116195407,0.045737239757760006,9,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::10:tratada,0.10498421978841821,0.08291490827280766,1.2661681955071074,0.20561553412873235,-0.05763457780331796,0.26760301738015435,10,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::11:tratada,0.05339092746911655,0.09041263373397002,0.5905250766857862,0.5549122788609357,-0.12393295904529569,0.2307148139835288,11,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::12:tratada,-0.04045260846171951,0.07987106534415588,-0.5064738812161018,0.6125856048349565,-0.1971015981211252,0.11619638119768617,12,2022-04-01 | n_victimas | 250m,2022-04,250,n_victimas
fixest::tiempo_evento::-12:tratada,-3.648032038876285,0.6537173333243342,-5.580442574965893,2.7613039008450133e-8,-4.930150404855871,-2.3659136728966987,-12,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::-11:tratada,-3.032855431187966,0.6114145605312941,-4.960391241831957,7.692840495931556e-7,-4.232006497441832,-1.8337043649340996,-11,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::-10:tratada,-1.0503889964956195,0.6314056947481981,-1.6635722566843654,0.09637076502025953,-2.2887481409656694,0.18797014797443068,-10,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::-9:tratada,-2.2572588057730893,0.6003878411353237,-3.759667753272034,1.7553210280226095e-4,-3.4347834614464325,-1.0797341500997464,-9,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::-8:tratada,-2.7606071299699346,0.6643067505257612,-4.155621070815659,3.395100695597999e-5,-4.063494237402233,-1.457720022537636,-8,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::-7:tratada,-0.8039014542311188,0.6173716030295214,-1.3021354566459997,0.19303548546572388,-2.014735909014793,0.40693300055255544,-7,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::-6:tratada,0.7350515379241254,0.6402524372699717,1.1480651929391723,0.25109311137669155,-0.5206584866405037,1.9907615624887545,-6,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::-5:tratada,-0.5070208121405437,0.5936537682296007,-0.8540682115984634,0.39318002759745585,-1.6713381102754727,0.6572964859943853,-5,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::-4:tratada,2.6672602829601146,0.6813158439624332,3.91486607363733,9.380085301266298e-5,1.3310136943390247,4.003506871581204,-4,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::-3:tratada,-4.090092899592807,0.635637233059841,-6.434633918318236,1.5797964709618385e-10,-5.336751247264513,-2.8434345519211,-3,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::-2:tratada,-2.1326363129128607,0.5961193063610947,-3.5775327021887002,3.5595947343694583e-4,-3.3017892052094684,-0.9634834206162528,-2,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
NA,0,NA,NA,NA,0,0,-1,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::0:tratada,-1.0131142697779427,0.6282743843910764,-1.6125347379232295,0.10701966967641821,-2.24533205878166,0.21910351922577465,0,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::1:tratada,1.176041427298334,0.6783044139196776,1.7337959228400313,0.0831242965366421,-0.1542989239188226,2.5063817785154905,1,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::2:tratada,-0.24238420379587688,0.5988363730280866,-0.4047586531363027,0.6857026722670323,-1.416866006460558,0.9320975988688042,2,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::3:tratada,0.2451047171905385,0.6657350277907291,0.36817158022153235,0.7127882804657604,-1.0605836323379643,1.5507930667190413,3,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::4:tratada,1.2821168302462533,0.6568899060273038,1.9517986476610005,0.051115887861200054,-0.006223817937780263,2.5704574784302867,4,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::5:tratada,1.5694982437644316,0.6478064922984575,2.4227886914127006,0.015499291420719374,0.2989726525994949,2.8400238349293683,5,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::6:tratada,5.174609362172286,0.8320602232903843,6.219032249503864,6.194862153600308e-10,3.5427118439334713,6.806506880411101,6,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::7:tratada,1.9639767915110773,0.6400186694312209,3.0686242219409734,0.002182321456395627,0.7087252495721323,3.2192283334500225,7,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::8:tratada,2.9590363719862753,0.6990420699382074,4.232987540002911,2.4214133618706806e-5,1.588023809259113,4.330048934713438,8,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::9:tratada,-1.1981502150231094,0.5366282503315166,-2.2327378670111377,0.025687902159683744,-2.250624886231154,-0.14567554381506476,9,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::10:tratada,-0.8024447690720545,0.5558406880596426,-1.4436596426095942,0.14900750599707013,-1.8926002818469057,0.2877107437027965,10,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::11:tratada,0.38634983421781943,0.6002396033709664,0.6436593521121655,0.5198777628450149,-0.7908840866829762,1.5635837551186151,11,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::12:tratada,-0.8224239241126229,0.5465760847409604,-1.5046833315116512,0.13257969240460885,-1.8944090175596076,0.24956116933436168,12,2022-04-01 | n_incidentes | 500m,2022-04,500,n_incidentes
fixest::tiempo_evento::-12:tratada,0.043946755079975544,0.06619948201618467,0.663853458388561,0.5068685155476935,-0.085888522928747,0.1737820330886981,-12,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::-11:tratada,0.017496635262479857,0.06747727724183729,0.25929669923954174,0.7954357639396884,-0.11484474843329726,0.14983801895825696,-11,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::-10:tratada,0.011275974132580757,0.05926313032200329,0.19026963427873803,0.8491191485189314,-0.10495522234631752,0.12750717061147904,-10,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::-9:tratada,-0.13656320782593362,0.05907135380485386,-2.3118347393404806,0.020898385911330825,-0.25241827813796014,-0.02070813751390707,-9,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::-8:tratada,-0.015297245839201726,0.05666177854975506,-0.2699746854181275,0.7872104544143166,-0.1264264804860458,0.09583198880764235,-8,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::-7:tratada,-0.07095903226866972,0.05763304022874415,-1.2312213963905951,0.21839975954389831,-0.1839931765351984,0.04207511199785896,-7,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::-6:tratada,-0.015806059810249403,0.0581425663766005,-0.271850054018437,0.785768269029222,-0.12983952411743138,0.09822740449693258,-6,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::-5:tratada,-0.026848143649667092,0.06389278599543856,-0.4202061818306661,0.674384634265841,-0.15215936029093113,0.09846307299159696,-5,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::-4:tratada,0.03646226569941259,0.07253979686644714,0.5026518859232979,0.6152700922259516,-0.10580810267822559,0.17873263407705076,-4,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::-3:tratada,-0.04810754029478797,0.057988141694487946,-0.8296099666073766,0.40686855676026623,-0.1618381355926839,0.06562305500310797,-3,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::-2:tratada,-0.01603995010339192,0.06400925724758315,-0.2505879741948975,0.8021610742063268,-0.1415795987042674,0.10949969849748355,-2,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
NA,0,NA,NA,NA,0,0,-1,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::0:tratada,0.03191576666779786,0.06328881721339767,0.5042876146694929,0.6141205576370358,-0.0922109021139271,0.15604243544952281,0,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::1:tratada,0.016437973935621127,0.06649785422940002,0.24719555429434553,0.80478487433107,-0.11398249353490753,0.1468584414061498,1,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::2:tratada,0.08996569609040778,0.0781939987021913,1.1505447679309766,0.2500712934092509,-0.06339410750489258,0.24332549968570813,2,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::3:tratada,0.03092686209503719,0.07434757439549634,0.41597674633633513,0.6774762518446462,-0.11488905212244065,0.17674277631251503,3,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::4:tratada,0.06145570035786462,0.06892093014402391,0.8916841404989861,0.37268058065072673,-0.0737170812612025,0.19662848197693175,4,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::5:tratada,0.05658093424815942,0.06836742580210378,0.8276007701670455,0.40800555061063193,-0.07750627407148723,0.19066814256780606,5,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::6:tratada,-0.02525604832090991,0.05720551692768032,-0.44149672404566875,0.6589060812320922,-0.13745170254252767,0.08693960590070786,6,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::7:tratada,-0.052818172865450236,0.06209880446834402,-0.8505505591879027,0.39513137723588143,-0.1746109013974586,0.06897455566655812,7,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::8:tratada,0.014254997866291707,0.06556988036925297,0.21740161467453523,0.8279198358012856,-0.11434545922881494,0.14285545496139834,8,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::9:tratada,-0.08204214949285332,0.05739618423263784,-1.4294007622583518,0.15306136040446885,-0.1946117544130624,0.03052745542735573,9,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::10:tratada,0.0554278961363463,0.0643420335314403,0.8614570148651244,0.38910030357927994,-0.07076441771225331,0.1816202099849459,10,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::11:tratada,0.04533368348492798,0.06909451625990563,0.6561111639366718,0.5118358588533116,-0.090179547952288,0.18084691492214394,11,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::12:tratada,5.088139710659594e-4,0.06468185636479676,0.007866409525977714,0.9937244434721959,-0.12634998533480293,0.12736761327693483,12,2022-04-01 | n_victimas | 500m,2022-04,500,n_victimas
fixest::tiempo_evento::-12:tratada,-3.0333831837752623,0.4770077024385604,-6.359191200200732,2.5606508355322776e-10,-3.9689256649576836,-2.097840702592841,-12,2022-04-01 | n_incidentes | 1000m,2022-04,1000,n_incidentes
fixest::tiempo_evento::-11:tratada,-1.8733023152697204,0.46338218650622437,-4.042672268854162,5.505753166853961e-5,-2.782121435555532,-0.9644831949839086,-11,2022-04-01 | n_incidentes | 1000m,2022-04,1000,n_incidentes
fixest::tiempo_evento::-10:tratada,-1.3108840146161551,0.45170117152830175,-2.902104526718104,0.0037514001874670105,-2.1967934718518567,-0.42497455738045375,-10,2022-04-01 | n_incidentes | 1000m,2022-04,1000,n_incidentes
fixest::tiempo_evento::-9:tratada,-2.1239863742040073,0.44840485383595335,-4.73676044323342,2.340513091865037e-6,-3.003430851488861,-1.2445418969191535,-9,2022-04-01 | n_incidentes | 1000m,2022-04,1000,n_incidentes
