term,estimate,std.error,statistic,p.value,conf.low,conf.high,tiempo_evento,outcome,etiqueta,rol,buffer_m
fixest::tiempo_evento::-7:tratada,0.078539022023372,0.06785765309801675,1.157408463713394,0.247257977789749,-0.05454838269146374,0.21162642673820775,-7,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::-6:tratada,0.07642726991756346,0.07063738196986055,1.081966343970298,0.2794113694963757,-0.06211194287601943,0.21496648271114635,-6,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::-5:tratada,0.05073176425343079,0.061248397612332264,0.8282953714892948,0.40761226521195326,-0.06939308399903375,0.17085661250589534,-5,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::-4:tratada,0.06949112610226965,0.061705493675697554,1.1261740561949096,0.2602408976641956,-0.05153021246486557,0.19051246466940486,-4,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::-3:tratada,0.05718590119094058,0.059605270474401374,0.9594101450391063,0.33748009217897745,-0.059716325641241894,0.17408812802312307,-3,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::-2:tratada,0.016891855380818416,0.059135501297827485,0.2856466083841076,0.7751814323961912,-0.09908902569785065,0.1328727364594875,-2,n_victimas,Víctimas de tránsito (FGJ),principal,500
NA,0,NA,NA,NA,0,0,-1,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::0:tratada,0.012789393255099105,0.05927014224265,0.21578138285445228,0.8291824335642913,-0.10345555551669956,0.12903434202689779,0,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::1:tratada,0.05941653391683008,0.057343103655080586,1.036158319476762,0.3002664674535452,-0.05304896548269945,0.1718820333163596,1,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::2:tratada,-0.015865159116148296,0.055231729183315426,-0.2872471919807445,0.7739558803973783,-0.12418967609144785,0.09245935785915124,2,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::3:tratada,0.06665312148105475,0.06442964985443202,1.0345100684490183,0.30103573989173826,-0.05971103192440046,0.19301727488650994,3,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::4:tratada,0.02032858603407882,0.06113444039686837,0.3325226484795002,0.7395330828024116,-0.0995727609718467,0.14022993304000433,4,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::5:tratada,0.025816547750199217,0.05615988058470197,0.45969734054654815,0.6457885962660559,-0.08432832780741893,0.13596142330781735,5,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::6:tratada,0.047050787962548954,0.05956098418571387,0.789959880713899,0.4296545046275685,-0.06976458135310024,0.16386615727819814,6,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::7:tratada,0.10067675494833717,0.06690318760079043,1.5048125292485721,0.13254646536548642,-0.030538682050016808,0.23189219194669114,7,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::8:tratada,0.04234527687314327,0.0652271996784292,0.6491966094191678,0.516293533098206,-0.08558308972508535,0.1702736434713719,8,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::9:tratada,0.03595166097858789,0.06115610916247097,0.5878670417550037,0.5566947533327007,-0.08399218439923473,0.1558955063564105,9,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::10:tratada,-0.04167954540035777,0.05700664584171001,-0.7311348490154832,0.4647912697399428,-0.1534851590665443,0.07012606826582878,10,n_victimas,Víctimas de tránsito (FGJ),principal,500
fixest::tiempo_evento::-10:tratada,-0.02917433832006518,0.04488911553153958,-0.6499200969902598,0.5158261733601861,-0.11721416306035864,0.05886548642022829,-10,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::-9:tratada,0.03170023014942739,0.04866820846537384,0.6513539567001172,0.5149005757510967,-0.06375142874336309,0.12715188904221789,-9,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::-8:tratada,-0.03358745684710681,0.04679509346625167,-0.7177559517287827,0.47300024860042833,-0.1253654252630764,0.05819051156886277,-8,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::-7:tratada,0.022540276179349453,0.048847828188669784,0.46143865582498206,0.6445392784486879,-0.07326366608484683,0.11834421844354573,-7,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::-6:tratada,0.039375719217318084,0.05114251895735652,0.7699213887010574,0.4414468287341412,-0.06092873883374873,0.1396801772683849,-6,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::-5:tratada,0.011562140391088743,0.04479363297758483,0.2581201751792392,0.796343458097409,-0.07629041696341661,0.0994146977455941,-5,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::-4:tratada,0.012186421173591758,0.045661277502776404,0.26688743373092816,0.7895861847188044,-0.0773678242411533,0.1017406665883368,-4,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::-3:tratada,1.4384349664955942e-5,0.0446405021026688,3.2222643087376885e-4,0.9997429359599475,-0.08753784150509271,0.08756661020442262,-3,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::-2:tratada,-0.008673762946076392,0.04416668111603015,-0.19638702132246652,0.8443292641634428,-0.0952966963403348,0.077949170448182,-2,n_victimas,Víctimas de tránsito (FGJ),principal,1000
NA,0,NA,NA,NA,0,0,-1,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::0:tratada,-0.022914269275191683,0.0451914085343795,-0.5070492383028863,0.612181935426216,-0.11154697321738308,0.06571843466699973,0,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::1:tratada,0.04040276179499502,0.044325764952200634,0.911496098004489,0.3621552166150588,-0.04653217848310636,0.1273377020730964,1,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::2:tratada,-0.0038032220945244458,0.04532953616443741,-0.08390163271752613,0.9331439041801254,-0.09270683207257985,0.08510038788353097,2,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::3:tratada,0.0555581127731282,0.04896589290332998,1.134628809543263,0.2566808659163231,-0.04047738666620095,0.15159361221245735,3,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::4:tratada,0.015975258918131553,0.04599329962220342,0.34733883085916806,0.7283770972995145,-0.07423017262176042,0.10618069045802352,4,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::5:tratada,-0.01226985040292241,0.04474846678825976,-0.2741959956076425,0.78396524221342,-0.10003382451524798,0.07549412370940317,5,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::6:tratada,-1.6298074001497298e-13,0.04463525132919131,-3.651390664588554e-12,0.999999999997087,-0.08754192765297934,0.08754192765265338,6,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::7:tratada,0.055350978135612544,0.048373953767915506,1.1442310132674045,0.25267888821417106,-0.039523566869179017,0.1502255231404041,7,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::8:tratada,0.06277617951651229,0.05702352114699072,1.100882201831992,0.2710940674275883,-0.04906253123572195,0.17461489026874655,8,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::9:tratada,0.011228423475093473,0.04723749220427714,0.23770151528232036,0.8121394669694317,-0.08141720978345299,0.10387405673363995,9,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::10:tratada,-0.01838895281949459,0.044592134522487635,-0.4123810850593195,0.6801088806402753,-0.10584631662959312,0.06906841099060393,10,n_victimas,Víctimas de tránsito (FGJ),principal,1000
fixest::tiempo_evento::-10:tratada,0.03305452292361291,0.026240810674041593,1.259660889833396,0.20795385158528204,-0.01841087899910144,0.08451992484632725,-10,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::-9:tratada,0.051195786864122746,0.02334099664529103,2.193384783097997,0.02840626087596959,0.005417712834765255,0.09697386089348023,-9,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::-8:tratada,0.018674101610118864,0.02064323924118611,0.9046110153517697,0.36579168610339285,-0.02181293279333312,0.05916113601357085,-8,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::-7:tratada,0.11358736059394861,0.03850592483928191,2.9498670936497593,0.0032198461858271763,0.038066717467634334,0.18910800372026287,-7,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::-6:tratada,0.04734820322100156,0.02237466309327398,2.1161526778579676,0.034467793595252726,0.003465373407370964,0.09123103303463216,-6,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::-5:tratada,0.03371747211816045,0.022464386753520596,1.5009300048164584,0.1335477926881366,-0.010341330316664246,0.07777627455298515,-5,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::-4:tratada,0.04367410161010079,0.026307894018473867,1.660113940683814,0.09706446324226144,-0.007922869086399283,0.09527107230660087,-4,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::-3:tratada,0.04553283766957777,0.0219228685589547,2.0769561951772615,0.03794612734958907,0.002536100423134083,0.08852957491602145,-3,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::-2:tratada,0.0555762081776288,0.027604731310972404,2.0132856049766445,0.044232134850185754,0.0014357850963734875,0.10971663125888412,-2,n_fallecidos,Víctimas fallecidas,principal,250
NA,0,NA,NA,NA,0,0,-1,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::0:tratada,0.031109045848025322,0.02074727480940562,1.4994280518192333,0.13393672347783245,-0.00958203073991495,0.07180012243596559,0,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::1:tratada,0.07491325898306611,0.026779661806519185,2.797393765623634,0.0052060952057420675,0.022391022709692662,0.12743549525643955,1,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::2:tratada,0.07623915737216158,0.028695508308433086,2.6568324405585204,0.007957070796552643,0.01995942246553272,0.13251889227879043,2,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::3:tratada,0.021988847582854486,0.024866052709559487,0.8842918431682206,0.3766559425642193,-0.026780278219910747,0.07075797338561972,3,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::4:tratada,0.04438042131270098,0.02226879032120376,1.992942619359216,0.0464173998371152,7.052369424581373e-4,0.08805560568294382,4,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::5:tratada,0.036282527880241465,0.024941251503517604,1.4547196188260376,0.14592000265195487,-0.012634083310960581,0.08519913907144351,5,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::6:tratada,0.05309789343165387,0.025682041200036535,2.0675106397531335,0.038827660597603696,0.002728391171454972,0.10346739569185277,6,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::7:tratada,0.088674101610072,0.032193277879871154,2.7544291060064894,0.005938195881801556,0.02553428455646979,0.15181391866367422,7,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::8:tratada,0.07132589838827337,0.0317195291540377,2.2486430376030353,0.024654871187199934,0.00911523207198095,0.1335365647045658,8,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::9:tratada,0.08876084262618267,0.03228854276728134,2.7489888059031857,0.006037235238915117,0.0254341850903793,0.15208750016198602,9,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::10:tratada,0.0779677819074765,0.026255160532368874,2.969617413359683,0.0030208627769008137,0.02647423599045033,0.12946132782450265,10,n_fallecidos,Víctimas fallecidas,principal,250
fixest::tiempo_evento::-10:tratada,0.009229459050140179,0.024614600942511927,0.37495871136387027,0.707735030138519,-0.03904650111014431,0.057505419210424666,-10,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::-9:tratada,0.024188963988014227,0.02422617921618608,0.9984638424474716,0.31818772990632116,-0.023325195002741245,0.0717031229787697,-9,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::-8:tratada,1.2104208608716693e-4,0.022378064497423467,0.005408961355934214,0.9956848893642659,-0.04376845881075917,0.044010542982933505,-8,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::-7:tratada,0.0661127550261608,0.030693242072971052,2.1539840877344374,0.0313728535593276,0.005914918182680147,0.12631059186964147,-7,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::-6:tratada,0.0302821361336389,0.024064951941982122,1.2583501602930978,0.2084271716382195,-0.01691581210544118,0.07748008437271897,-6,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::-5:tratada,0.015683595987648232,0.02241062238039561,0.6998286670238997,0.4841240928110554,-0.028269759816492244,0.05963695179178871,-5,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::-4:tratada,0.036012182021560576,0.02800567929110744,1.285888538793466,0.19864616975371113,-0.01891460963664434,0.0909389736797655,-4,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::-3:tratada,0.01839839705714236,0.022699468995430724,0.8105210329301472,0.41774715914637073,-0.026121465907217197,0.062918260021501915,-3,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::-2:tratada,0.034624520965337524,0.026358060381373588,1.3136217333277522,0.1891397357538451,-0.017070839680379667,0.08631988161105472,-2,n_fallecidos,Víctimas fallecidas,principal,500
NA,0,NA,NA,NA,0,0,-1,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::0:tratada,0.01918300914967942,0.02210058597424442,0.8679864494106587,0.3855166253190462,-0.024162280522227225,0.06252829882158606,0,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::1:tratada,0.0372788009918817,0.02490734762085515,1.4966989484126292,0.13464566837559236,-0.011571315418742172,0.08612891740250558,1,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::2:tratada,0.038424377876301874,0.02657629355503954,1.4458140220616142,0.14840220751331962,-0.013698997670902269,0.09054775342350602,2,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::3:tratada,0.03239172677362785,0.029597103620306674,1.0944221836424486,0.2739152354530832,-0.025656282965421134,0.09043973651267684,3,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::4:tratada,0.020810592911883682,0.023587114433714744,0.8822865115767454,0.3777388495219802,-0.025450185369979478,0.06707137119374684,4,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::5:tratada,0.02207721188220568,0.025463354769066884,0.8670189801158988,0.3860463431781668,-0.027863386515048518,0.07201781027945987,5,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::6:tratada,0.03197024093879423,0.024675123160833954,1.2956466612308377,0.195262177431752,-0.01642441983367366,0.08036490171126212,6,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::7:tratada,0.049644546946162986,0.02739701280990455,1.812042330695831,0.07014503220321228,-0.0040884833804616175,0.1033775772727876,7,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::8:tratada,0.03106458676035659,0.02975739693010082,1.043928231804896,0.2966577664020483,-0.02729780197088713,0.08942697549160031,8,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::9:tratada,0.07298837779850317,0.03147646054721555,2.318824179390139,0.020515269551459013,0.011254435456187338,0.134722320140819,9,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::10:tratada,0.05048968008165043,0.0249534912788847,2.023351342598464,0.04318340586556067,0.001549063345553596,0.09943029681774726,10,n_fallecidos,Víctimas fallecidas,principal,500
fixest::tiempo_evento::-10:tratada,0.006329113923806128,0.017929611294824923,0.35299783245345195,0.7241311014279431,-0.028835754382607423,0.041493982230219675,-10,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::-9:tratada,0.0034004602989494825,0.017611046334836115,0.19308678395917278,0.8469126302183136,-0.031139615050113242,0.03794053564801221,-9,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::-8:tratada,-0.006162255466297403,0.01666178229324017,-0.3698437152667325,0.7115421369226435,-0.0388405645750418,0.026516053642446996,-8,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::-7:tratada,0.02957710011482487,0.019550554393669713,1.5128522454791185,0.1304914835203763,-0.00876688064783691,0.06792108087748665,-7,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::-6:tratada,0.009577100114829238,0.016406551062890656,0.5837363427644041,0.5594703249707199,-0.0226006307908888,0.04175483102054728,-6,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::-5:tratada,0.007827963175819307,0.01643928787904155,0.47617410397680165,0.6340077226312788,-0.02441397357406278,0.0400698999257014,-5,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::-4:tratada,0.021193901035424668,0.01908061076298713,1.1107559028737661,0.2668207197766498,-0.0162283918215344,0.05861619389238373,-4,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::-3:tratada,-0.007744533947309572,0.015970483248278173,-0.4849279653541188,0.6277860285893655,-0.03906701668164425,0.023577948787025103,-3,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::-2:tratada,0.027911392404813894,0.018813100276314627,1.4836147150054722,0.13808497908724865,-0.00898623927127851,0.0648090240809063,-2,n_fallecidos,Víctimas fallecidas,principal,1000
NA,0,NA,NA,NA,0,0,-1,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::0:tratada,0.005149597237960685,0.015584673421829967,0.3304270226636558,0.7411155045087098,-0.025416206976394736,0.03571540145231611,0,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::1:tratada,0.023247986190775553,0.01749092179347407,1.3291458543625452,0.18396708890976116,-0.01105649209999602,0.057552464481547126,1,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::2:tratada,0.007980437283989474,0.018958195423747597,0.42094920458478563,0.6738420680470136,-0.02920176563391522,0.04516264020189417,2,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::3:tratada,0.03525316455671108,0.02315415473685793,1.5225416326942545,0.1280478130731098,-0.01015846142220455,0.0806647905356267,3,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::4:tratada,0.023400460298946123,0.017981542711472388,1.3013599931009487,0.19330060658437673,-0.01186625970951189,0.058667180307404136,4,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::5:tratada,0.001970655926107767,0.018109447183716338,0.1088192204939167,0.9133579206057827,-0.0335469197115271,0.03748823156374264,5,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::6:tratada,0.0299654775601631,0.01790393185810743,1.6736813900793444,0.09436573197117346,-0.005149026352092377,0.06507998147241859,6,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::7:tratada,0.032338895281683155,0.01914690362196655,1.6889882521047377,0.0913936336771077,-0.00521341599103152,0.06989120655439783,7,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::8:tratada,0.05193613348651007,0.036287160740583385,1.4312537114105197,0.15252986236885327,-0.019232906805210025,0.12310517377823016,8,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::9:tratada,0.041582278480758454,0.02109397477833604,1.9712870105194369,0.04884291948762899,2.1122849301587893e-4,0.08295332846850104,9,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::10:tratada,0.023886651323112157,0.017048864021811022,1.4010699652805834,0.16136429389042467,-0.00955083085331284,0.057324133499537154,10,n_fallecidos,Víctimas fallecidas,principal,1000
fixest::tiempo_evento::-10:tratada,0.757633209417595,0.8902159614925138,0.8510667547988762,0.3948446614328459,-0.988323606678414,2.503590025513604,-10,n_incidentes,Incidentes C5,secundario,250
fixest::tiempo_evento::-9:tratada,3.2968773234194053,0.8559639200854652,3.851654545311002,1.2140062843411215e-4,1.6180981223591633,4.975656524479647,-9,n_incidentes,Incidentes C5,secundario,250
fixest::tiempo_evento::-8:tratada,-2.044615861213675,0.7643877304722975,-2.674841287615062,0.0075436697613397,-3.543789124654975,-0.5454425977723747,-8,n_incidentes,Incidentes C5,secundario,250
fixest::tiempo_evento::-7:tratada,-1.4969021065669763,0.7670532687650772,-1.9514969396805053,0.05115176191166291,-3.001303219150681,0.007499006016728593,-7,n_incidentes,Incidentes C5,secundario,250
fixest::tiempo_evento::-6:tratada,-0.15498760842604176,0.7487497069977428,-0.2069952174639168,0.8360368384536887,-1.6234904336178502,1.3135152167657667,-6,n_incidentes,Incidentes C5,secundario,250
fixest::tiempo_evento::-5:tratada,-1.4715737298631344,0.7600952146877251,-1.9360386717704974,0.05301823483898519,-2.962328196611878,0.019180736885609617,-5,n_incidentes,Incidentes C5,secundario,250
fixest::tiempo_evento::-4:tratada,-0.19146840148675137,0.8542566554668243,-0.22413451538416163,0.8226778906764095,-1.8668991899968543,1.4839623870233516,-4,n_incidentes,Incidentes C5,secundario,250
fixest::tiempo_evento::-3:tratada,-1.1882713754642,0.8527096431008979,-1.3935240267050626,0.16363218451097136,-2.8606680498922037,0.48412529896380363,-3,n_incidentes,Incidentes C5,secundario,250
fixest::tiempo_evento::-2:tratada,0.5007372986369951,0.7960290056405992,0.6290440361956786,0.5293994749868687,-1.0604931536660331,2.061967750940023,-2,n_incidentes,Incidentes C5,secundario,250
NA,0,NA,NA,NA,0,0,-1,n_incidentes,Incidentes C5,secundario,250
fixest::tiempo_evento::0:tratada,0.7760656753407629,0.8421038943621251,0.9215794874439042,0.3568705769462893,-0.8755302270260248,2.4276615777075508,0,n_incidentes,Incidentes C5,secundario,250
fixest::tiempo_evento::1:tratada,2.4899256505571636,0.8662404232612101,2.874404823066471,0.0040950916653479065,0.7909914179748601,4.188859883139467,1,n_incidentes,Incidentes C5,secundario,250
fixest::tiempo_evento::2:tratada,1.5450805452290415,0.8848817147142363,1.74608709789874,0.0809651889401841,-0.19041435496775438,3.2805754454258373,2,n_incidentes,Incidentes C5,secundario,250
fixest::tiempo_evento::3:tratada,2.96116480793004,0.9850687824637502,3.00604877613103,0.00268300841616232,1.0291756845464726,4.893153931313607,3,n_incidentes,Incidentes C5,secundario,250
