periodo,coeficiente_promedio,coeficiente_mediano,minimo,maximo
Post,-0.47857142857150375,-0.43750000000007344,-8.57500000000018,7.1500000000000234
Pre,-0.18043478260876936,-0.5500000000000753,-8.700000000000188,13.375000000000092
