periodo,term,estimate,std.error,statistic,p.value,conf.low,conf.high
2014-2022,t,0.02636028444923002,0.010291813473188693,2.5612866496173354,0.037481188892233015,0.0020240127176586777,0.050696556180801364
2019-2022,t_reciente,-0.07282620495006516,0.0791832041665283,-0.9197178330508843,0.3883147457127398,-0.2600647298410607,0.11441231994093039
