observaciones,velocidad_cero,velocidad_negativa,velocidad_mayor_100,velocidad_mayor_150,velocidad_mayor_200,porcentaje_cero,porcentaje_mayor_150
255192,25171,0,4712,1371,848,9.86,0.5372
