archivo,filas_muestra,columnas
inViales_2014_2015.csv,1000,16
inViales_2016_2018.csv,1000,16
inViales_2019_2021.csv,1000,16
inViales_2022_2023.csv,1000,16
inViales_2022_2024.csv,1000,17
