term,estimate,std.error,statistic,p.value,conf.low,conf.high,tiempo_evento,escenario,evento,buffer_m,outcome
fixest::tiempo_evento::-3:tratada,-16.18550736687746,24.129205276219448,-0.6707849339252419,0.5024429882057027,-63.509473956246914,31.138459222491996,-3,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::-2:tratada,-58.604478232056536,26.266710495868768,-2.2311312351530983,0.02579430627048738,-110.12067678436514,-7.088279679747927,-2,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
NA,0,NA,NA,NA,0,0,-1,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::0:tratada,61.51109172473092,54.45499093192491,1.1295767508551595,0.2588040387472151,-45.290029239937596,168.31221268939942,0,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::1:tratada,95.64305417072143,53.523247224428125,1.7869441622194726,0.07411353250057034,-9.330662717490014,200.61677105893287,1,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::2:tratada,121.14547745641994,54.37728508272201,2.2278691786860287,0.02601152000854888,14.496758900756618,227.79419601208326,2,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::3:tratada,161.5707516338844,78.27745913378358,2.064077621090699,0.03915234273759416,8.047259320659322,315.0942439471095,3,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::4:tratada,72.17391436791141,36.85887379068944,1.9581150194052472,0.05036967867567801,-0.11641147682232145,144.46424021264514,4,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::5:tratada,27.218768693825865,33.54615979498007,0.8113825504968515,0.4172525226837248,-38.574419567699024,93.01195695535075,5,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::6:tratada,-15.554564085608845,40.48599619364111,-0.38419615541168056,0.7008781225261986,-94.95866833488904,63.84954016367135,6,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::7:tratada,-34.859942395124534,27.62596745567444,-1.2618541758241382,0.20716357557745715,-89.04201536044613,19.322130570197068,7,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::8:tratada,-29.64241996242211,36.25529349411981,-0.8176025376054332,0.41369161049754144,-100.74895987380752,41.4641199489633,8,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::9:tratada,-27.00281101149767,42.261472011510776,-0.6389462961475384,0.5229385801905985,-109.88910861622608,55.88348659323074,9,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::10:tratada,22.193447435379937,61.29050568578941,0.3621025342678096,0.7173176103065658,-98.01398625819702,142.40088112895688,10,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::11:tratada,37.55813947038155,73.25304491371759,0.5127177923405105,0.6082112018608262,-106.11110327433849,181.22738221510158,11,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::12:tratada,-88.10062036122058,40.01880483620874,-2.201480547002937,0.02782760856289561,-166.58843466489856,-9.612806057542599,12,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::-11:tratada,-153.09234795623604,57.375199600729246,-2.66826693452218,0.007692298852779905,-265.6207962777107,-40.563899634761356,-11,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::-10:tratada,-153.6720089731869,56.75459193079251,-2.707657719759083,0.0068396243931915495,-264.9832760281846,-42.360741918189234,-10,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::-9:tratada,85.42177910699706,69.62821378926894,1.226827092901272,0.22004687895679773,-51.13817905657777,221.9817372705719,-9,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::-8:tratada,60.48402016161265,48.04563008596457,1.2588870216374095,0.20823321019664337,-33.746592364786935,154.71463268801222,-8,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::-7:tratada,40.73333333320984,47.79657971890593,0.8522227651594446,0.39420302368720184,-53.00882335244272,134.4754900188624,-7,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::-6:tratada,23.029367453072553,33.55215454378558,0.6863752198988954,0.4925642961610841,-42.77557814935669,88.8343130555018,-6,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::-5:tratada,32.490988146547465,37.04869020455576,0.876980750659632,0.3806132818701311,-40.171619566780464,105.1535958598754,-5,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::-4:tratada,28.903664007853706,31.034605901355015,0.9313365892167406,0.3518034790152502,-31.963680605333032,89.77100862104044,-4,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::-3:tratada,-5.7407970534062684,19.703243586392173,-0.2913630452892074,0.7708070047763129,-44.3842430563127,32.90264894950016,-3,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::-2:tratada,-44.83018167730535,22.495183132145247,-1.9928791605721028,0.046424356447778974,-88.94938422794087,-0.7109791266698338,-2,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
NA,0,NA,NA,NA,0,0,-1,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::0:tratada,76.99079428368975,53.71553728833378,1.433305858422662,0.1519428684122368,-28.360055976945986,182.3416445443255,0,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::1:tratada,98.01532070442288,52.85691994371072,1.854351725541386,0.06385114132561519,-5.651546264395094,201.68218767324083,1,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::2:tratada,107.24342804905602,53.41045103121347,2.0079109233955386,0.04480086882020262,2.490935325419926,211.9959207726921,2,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::3:tratada,144.86031350379977,76.83010329798513,1.8854629537846623,0.059527129461250224,-5.8245184212293,295.54514542882885,3,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::4:tratada,54.265777666874385,32.98331848926698,1.6452491790519161,0.10009178077132976,-10.423524957234392,118.95508029098316,4,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::5:tratada,22.10185554435634,33.3170316409189,0.6633800928775286,0.5071714905429658,-43.24194978128871,87.44566087000139,5,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::6:tratada,-15.542143015517809,39.46321602248559,-0.3938387334337402,0.6937464191679024,-92.9402958008376,61.856009769801986,6,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::7:tratada,-30.961047413432276,26.009413375351286,-1.1903785359024504,0.23405348647918853,-81.97261598744191,20.050521160577354,7,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::8:tratada,-33.24257505273854,34.98997835747819,-0.950059891809959,0.3422084482847707,-101.86748614270289,35.38233603722582,8,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::9:tratada,-35.58779217913755,41.37797458884901,-0.8600660745905175,0.3898663342075449,-116.74130985874153,45.56572550046643,9,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::10:tratada,4.260812008297492,60.27219844638913,0.07069282551701504,0.9436500275980183,-113.94944286304177,122.47106687963675,10,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::11:tratada,36.27855045960878,71.23991130112164,0.5092447449332744,0.6106426554790174,-103.44238703710043,175.99948795631798,11,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
fixest::tiempo_evento::12:tratada,-65.93547690274175,37.43613217710956,-1.76127909236997,0.0783597207197962,-139.35796422066346,7.487010415179938,12,2022-04-01 | n_infracciones_velocidad | 1000m,2022-04,1000,n_infracciones_velocidad
