term,estimate,std.error,statistic,p.value,conf.low,conf.high,tiempo_evento,escenario,evento,buffer_m,outcome
fixest::tiempo_evento::-10:tratada,-359.44574886515903,105.554931955341,-3.4052956333412836,6.75336801036416e-4,-566.4678209149511,-152.42367681536703,-10,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::-9:tratada,-414.390899524329,121.00935119535102,-3.424453527193601,6.297561241361228e-4,-651.7233117365937,-177.05848731206427,-9,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::-8:tratada,-414.81599645575625,122.34440991778914,-3.3905594602523896,7.124658741440841e-4,-654.7668237236455,-174.86516918786702,-8,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::-7:tratada,-348.59452475969005,108.24914064115983,-3.220298310868466,0.001303244553363116,-560.9006764288857,-136.28837309049436,-7,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::-6:tratada,7.650357261156742,104.54185280890557,0.07317985147193636,0.9416710719461708,-197.38478968565448,212.68550420796794,-6,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::-5:tratada,119.60090838563441,109.64841747043916,1.0907673010226382,0.27552023024443256,-95.44960759892295,334.65142437019176,-5,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::-4:tratada,22.522044975801563,97.54381489295015,0.23089157421737577,0.8174250886014949,-168.78803690008476,213.83212685168792,-4,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::-3:tratada,102.36972416052855,98.77413272240481,1.0364021565061856,0.30015277518915545,-91.35334725185116,296.09279557290824,-3,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::-2:tratada,86.32693585876801,81.95837219592829,1.0533022258225957,0.29234285438298907,-74.41583304385178,247.0697047613878,-2,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
NA,0,NA,NA,NA,0,0,-1,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::0:tratada,95.6006425165631,96.02944324180979,0.9955346952895797,0.3196091272422106,-92.73934264034487,283.94062767347106,0,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::1:tratada,-45.84891159896111,63.42298202650192,-0.7229069043111642,0.46983032576714956,-170.23871424937886,78.54089105145665,1,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::3:tratada,-393.4917719071665,118.40953550705157,-3.3231426018365986,9.078092009312264e-4,-625.7252349678461,-161.25830884648687,3,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::4:tratada,-394.07143292411763,118.84900451868856,-3.315731877772282,9.320755280745811e-4,-627.1668148331677,-160.9760510150676,4,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::5:tratada,-154.97764484374858,146.59265273700342,-1.0571992657898643,0.29056149824363997,-442.48590385839975,132.5306141709026,5,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::6:tratada,-179.9154037891536,139.64078761558343,-1.2884158479859193,0.1977656410175031,-453.7891552030046,93.95834762469738,6,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::7:tratada,-199.66609061756816,138.23633215769323,-1.4443821497650768,0.14880429917357033,-470.78532100991833,71.45313977478202,7,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::8:tratada,-217.37005649771757,131.3805703505003,-1.6545068720421323,0.09819766216076137,-475.0432641556172,40.30315116018201,8,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::9:tratada,-207.90843580423677,129.66853234810006,-1.6033838899795576,0.10902410952249793,-462.2238690017744,46.406997393300855,9,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::10:tratada,-211.49575994293295,127.54079307089957,-1.65825972107107,0.09743804058274307,-461.6381148599205,38.646594974054636,10,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::11:tratada,-246.14022100421445,124.48333622370804,-1.9772945397436792,0.04815960848390158,-490.2860673736316,-1.994374634797282,11,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::12:tratada,-285.2296056281499,130.5297436853109,-2.1851694301629743,0.029004036999448903,-541.2341096459652,-29.225101610334605,12,2021-02-01 | n_infracciones_velocidad | 1000m,2021-02,1000,n_infracciones_velocidad
fixest::tiempo_evento::-11:tratada,-385.21924458615774,150.71814435694628,-2.5558916362043425,0.01067253801545806,-680.8187202551474,-89.61976891716807,-11,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::-10:tratada,-376.3896621436422,148.41292003063927,-2.536097679810747,0.01129286266786963,-667.467962840215,-85.31136144706949,-10,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::-9:tratada,-13.190412612634773,75.97882121107067,-0.17360643929959832,0.8621941517129583,-162.20564769109995,135.82482246583038,-9,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::-8:tratada,9.721465450691767,71.15530097306146,0.1366232075157998,0.8913438004960825,-129.83352806682714,149.27645896821068,-8,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::-7:tratada,-26.927169597380384,75.52210390966519,-0.3565468677830927,0.7214725486989091,-175.04665721690208,121.19231802214131,-7,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::-6:tratada,-33.86993615205907,49.04768800679007,-0.6905511254143147,0.48993606488791064,-130.06585814567492,62.325985841556786,-6,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::-5:tratada,-58.976392221989684,40.09047702548131,-1.4710823267207465,0.14144239062920444,-137.6047752784175,19.65199083443811,-5,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::-4:tratada,-28.788987303214398,51.085915579043935,-0.5635405958158846,0.5731365167799197,-128.98243065846154,71.40445605203274,-4,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::-3:tratada,-39.5558590399105,46.75245458434502,-0.8460702093950746,0.3976252313617724,-131.25020095431654,52.13848287449554,-3,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::-2:tratada,-72.75742397148643,37.63815409914332,-1.9330763081482378,0.05338234476838054,-146.5761314955526,1.0612835525797237,-2,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
NA,0,NA,NA,NA,0,0,-1,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::0:tratada,78.08565818744368,130.20709575972438,0.5997035548011748,0.5487787576802288,-177.28604506151936,333.4573614364067,0,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::1:tratada,110.32291984808171,109.83754583240248,1.0044190173041543,0.3153107215462306,-105.09852854722837,325.7443682433918,1,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::2:tratada,169.70539435977196,114.39796676950874,1.4834651275026391,0.13812468768479755,-54.66028595658594,394.07107467612985,2,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::3:tratada,322.9769943423365,198.2318999126449,1.6292886991683135,0.10342564019351637,-65.80994252618956,711.7639312108627,3,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::4:tratada,115.72068007612724,71.15754040030541,1.6262602589286597,0.10406808856201194,-23.838705570301798,255.2800657225563,4,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::5:tratada,-51.908887822437094,47.39736684443158,-1.0951850551701174,0.2735810385052566,-144.8680789475832,41.05030330270901,5,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::6:tratada,-88.66122140302095,77.51784363462089,-1.1437524219704072,0.2528773178363464,-240.6949001027587,63.3724572967168,6,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::7:tratada,-72.16189769779939,68.01714283789566,-1.0609369151212638,0.2888598807263063,-205.56210538459274,61.23830998899396,7,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::8:tratada,-83.12009540857818,89.408632829296,-0.9296652099274995,0.3526682146852087,-258.474861733387,92.23467091623061,8,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::9:tratada,-92.54719374038456,112.6332860454804,-0.8216682384904828,0.41137377779128825,-313.45185283085374,128.35746535008462,9,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::10:tratada,76.822130110299085,164.0830527361972,0.4681905219901598,0.6397046283626862,-244.98958381392214,398.63384403452034,10,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::11:tratada,160.73993920611144,195.6105237298197,0.8217346190848502,0.41133599870906046,-222.90576248810703,544.3856409003299,11,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::12:tratada,-136.96308448605953,95.9079211252222,-1.4280685357284895,0.15344436534660727,-325.06473155767105,51.138562585551966,12,2022-04-01 | n_infracciones | 250m,2022-04,250,n_infracciones
fixest::tiempo_evento::-11:tratada,-357.28080050056496,150.14736765975874,-2.379534227401047,0.017437452040476416,-651.7608270605401,-62.80077394058986,-11,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::-10:tratada,-353.6186890064567,148.39409823731444,-2.382970031873798,0.017276072069912895,-644.6600750219092,-62.57730299100422,-10,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::-9:tratada,-46.98328315683679,75.48683920334999,-0.6224036355565374,0.5337547595290724,-195.0336070486542,101.06704073498062,-9,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::-8:tratada,-4.825405413475451,70.91616796786411,-0.06804379807524427,0.945758272344408,-143.91139374749054,134.26058292053966,-8,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::-7:tratada,-39.166525590333904,76.55549017563497,-0.5116096246066397,0.6089865524306172,-189.3127661246258,110.979714943958,-7,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::-6:tratada,-47.996774146847,50.096770866216076,-0.9580811959921103,0.33814955850659045,-146.2502343652251,50.25668607153111,-6,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::-5:tratada,-59.95070174694705,37.93957483461129,-1.5801627194898233,0.11424404269905745,-134.36057771818489,14.459174224290791,-5,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::-4:tratada,-27.878755617819607,48.91381575533031,-0.5699566714907446,0.5687777032329738,-123.81211753609104,68.05460630045182,-4,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::-3:tratada,-44.95326730390762,44.87845622761549,-1.0016669708047155,0.31663813209239466,-132.97218623578365,43.06565162796841,-3,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::-2:tratada,-71.69796820708932,34.78834193783373,-2.060976873666833,0.03944758046304265,-139.9274151664609,-3.468521247717746,-2,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
NA,0,NA,NA,NA,0,0,-1,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::0:tratada,100.37523452138133,129.16373423140544,0.7771162324987632,0.43719158000810887,-152.9501515968861,353.7006206396487,0,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::1:tratada,112.68572218082137,107.67814385791453,1.0465050579764315,0.29546740894103807,-98.50054873044611,323.87199309208887,1,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::2:tratada,140.59157903902852,111.22065993789057,1.2640779070861445,0.2063645587510448,-77.54253415266061,358.72569223071764,2,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::3:tratada,271.523713948968,194.45821945585436,1.3963087531540879,0.16279246704340372,-109.86200411389285,652.9094320118288,3,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::4:tratada,47.33928763596562,59.72507226674929,0.7926200143305778,0.4281029483068348,-69.7979032554769,164.47647852740812,4,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::5:tratada,-65.3127943338833,46.45880667918761,-1.40582160848186,0.15994845276213882,-156.43121244584222,25.805623778075613,5,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::6:tratada,-97.37430370748591,74.05873455478587,-1.314825378706033,0.1887348827463239,-242.62372405104685,47.87511663607505,6,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::7:tratada,-78.63394563484634,65.21724296249945,-1.2057232422422643,0.22808155225094592,-206.54278439174718,49.27489312205449,7,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::8:tratada,-100.1556321540398,86.166874772285,-1.1623449547024094,0.2452483542067837,-269.1524248852465,68.84116057716689,8,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::9:tratada,-110.66695172877527,110.88508529227266,-0.998032796178833,0.31839663884795283,-328.14291132047356,106.80900786292301,9,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::10:tratada,51.104876594181874,163.04039916719267,0.31344916263223493,0.7539754947555274,-268.66190870106016,370.8716618894239,10,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::11:tratada,136.28729002119297,193.2825503491521,0.7051194728908483,0.4808264651287153,-242.7926195871903,515.3671996295762,11,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::12:tratada,-109.6086682085513,94.17682276094487,-1.1638603320349643,0.24463375771305368,-294.3151582405436,75.09782182344104,12,2022-04-01 | n_infracciones_velocidad | 250m,2022-04,250,n_infracciones_velocidad
fixest::tiempo_evento::-11:tratada,-274.40932852973015,101.94139885100138,-2.691834049980123,0.007171375169887401,-474.3442745038082,-74.47438255565208,-11,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::-10:tratada,-267.97798148577436,100.46927056446108,-2.667263134092724,0.007715221873729248,-465.02568152489584,-70.93028144665291,-10,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::-9:tratada,-44.64217247147499,58.45753633742596,-0.7636683868063385,0.4451642494367576,-159.2933789600561,70.00903401710612,-9,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::-8:tratada,-25.26844450639527,53.57848107831615,-0.47161554411107987,0.6372579784555406,-130.35049007870867,79.81360106591814,-8,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::-7:tratada,-48.8186324393061,55.91815040393805,-0.8730373248516466,0.3827583466180947,-158.48940904226913,60.852144163656945,-7,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::-6:tratada,-50.6939812230775,40.587329288312304,-1.2490100263304476,0.211822646806634,-130.29682736757223,28.908864921417248,-6,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::-5:tratada,-53.12628024155947,29.79412236894138,-1.783112775858788,0.07473520357580753,-111.56069759624,5.30813711312107,-5,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::-4:tratada,-41.32080310535757,38.796513334717694,-1.065064861598812,0.2869884000448307,-117.41136969545087,34.76976348473573,-4,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::-3:tratada,-51.272789941851514,38.51075573209463,-1.3313888280598212,0.18322848125764765,-126.80290776936083,24.2573278856578,-3,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::-2:tratada,-68.80210419193165,34.1275588398831,-2.016027706954715,0.04394433041331243,-135.73557488966253,-1.8686334942007505,-2,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
NA,0,NA,NA,NA,0,0,-1,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::0:tratada,33.01030758633571,86.59875169981994,0.3811868755425068,0.7031092507950389,-136.83351384123364,202.8541290139051,0,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::1:tratada,61.742597577483195,73.10747540270073,0.8445456122972933,0.39847601411692457,-81.64114356878252,205.12633872374892,1,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::2:tratada,102.97073499009716,76.03190154601708,1.3543096107858854,0.17580638590985184,-46.148605133221395,252.0900751134157,2,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::3:tratada,204.3765264420627,130.74072141703317,1.563220121679978,0.11817535099409535,-52.04176257251606,460.79481545664146,3,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::4:tratada,60.213943964899414,49.649967157351774,1.2127690593242095,0.22537612652679898,-37.1632120591114,157.59109998891023,4,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::5:tratada,-38.0939664510543,32.474590971122,-1.1730391457410296,0.24093420052677197,-101.78551536565683,25.59758246354823,5,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::6:tratada,-65.2862735120889,52.03623624122563,-1.2546309692622608,0.20977446988186582,-167.3435554294207,36.77100840524288,6,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::7:tratada,-56.863268555254834,46.04483486927098,-1.2349543378035606,0.2170075192358391,-147.1697748003632,33.44323768985353,7,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::8:tratada,-63.2579440632521,59.29602708423095,-1.0668158926295885,0.2861970178171537,-179.55366008428774,53.03777195778355,8,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::9:tratada,-65.02750057442735,74.16180173203998,-0.8768328041622221,0.3806936251296501,-210.4790638231109,80.42406267425618,9,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::10:tratada,41.034800413696374,108.03998763710287,0.3798112283345383,0.7041300319816568,-170.86114504842573,252.9307458758185,10,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::11:tratada,85.28784098753454,130.39981979436567,0.654048764193305,0.5131633397156581,-170.4618467690791,341.0375287441482,11,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::12:tratada,-109.77958507038964,67.14372505010853,-1.634993962406204,0.10222390931161235,-241.4667817510337,21.90761161025442,12,2022-04-01 | n_infracciones | 500m,2022-04,500,n_infracciones
fixest::tiempo_evento::-11:tratada,-229.73729606415938,99.03951796196696,-2.3196528092188697,0.020470258355119775,-423.98086046694556,-35.493731661373204,-11,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::-10:tratada,-226.86472113719992,97.89640738895692,-2.3173957777207574,0.020593063195469573,-418.86633326904257,-34.863109005357245,-10,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::-9:tratada,-44.43282424580877,53.502432143417764,-0.8304823251156667,0.40637548319581984,-149.36571707093927,60.50006857932173,-9,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::-8:tratada,-11.62515182351089,48.23941795871771,-0.24098864197448347,0.8095911687082432,-106.23583533486881,82.98553168784703,-8,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::-7:tratada,-33.10906673669391,51.678433705633935,-0.6406747333962715,0.5218150003989277,-134.46460008642487,68.24646661303706,-7,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::-6:tratada,-36.75627400452813,34.04856760131178,-1.079524825682007,0.28049742399623,-103.53482129337715,30.022273284320896,-6,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::-5:tratada,-46.79464842596204,27.187542196222648,-1.721179799491531,0.08538880270471574,-100.11684962622884,6.527552774304766,-5,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::-4:tratada,-23.77772625807645,33.07266612868867,-0.7189540197804197,0.47226190169025517,-88.64226402376687,41.08681150761398,-4,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::-3:tratada,-31.765855299866942,29.657958448115277,-1.0710735654795422,0.2842789139783093,-89.933217989212,26.401507389478112,-3,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::-2:tratada,-44.3226085743374,23.647973519125383,-1.8742666697631125,0.06105437563533003,-90.7027481568179,2.0575310081431084,-2,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
NA,0,NA,NA,NA,0,0,-1,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::0:tratada,60.448113285006556,85.11662130242719,0.7101798962417557,0.47768392064355947,-106.48884533442752,227.38507190444062,0,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::1:tratada,66.32697042317605,71.55888361736304,0.9268866012197329,0.3541087830565045,-74.01955896783474,206.67349981418684,1,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::2:tratada,84.34459836527616,73.85728573333611,1.1419942870606536,0.25360719401865295,-60.50972577902657,229.1989225095789,2,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::3:tratada,171.7131561239045,128.0283685270011,1.3412117806350887,0.1800196922911922,-79.3854675275982,422.8117797754072,3,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::4:tratada,26.63563995669545,39.97497099781954,0.6663079244797527,0.5052990757919713,-51.76620420914883,105.03748412253972,4,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::5:tratada,-48.265046942194346,31.83957289032881,-1.5158823615016122,0.12972342508718693,-110.71115183594802,14.181057951559318,5,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::6:tratada,-65.37709680597013,49.481624555008615,-1.3212399025680845,0.18658810330620815,-162.42408697504885,31.669893363108585,6,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::7:tratada,-49.70280340084963,42.982899742740706,-1.1563390022154993,0.24769486750252132,-134.00401796859205,34.59841116689279,7,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::8:tratada,-67.31775022158936,56.77266065106427,-1.185742388142371,0.23587942945884202,-178.66445497561875,44.02895453244004,8,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::9:tratada,-72.57610872206763,72.79777524325736,-0.9969550371498439,0.31891937404702064,-215.3524432077972,70.20022576366193,9,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::10:tratada,35.661864392902714,106.92606111994156,0.33351891970377484,0.7387811778358329,-174.04936670843983,245.37309549424526,10,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::11:tratada,91.93844171623135,126.78883024059925,0.7251304514898158,0.46846558264827487,-156.72910856255078,340.6059919950135,11,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::12:tratada,-67.59581705676786,62.00346940422364,-1.0901941085923053,0.27577252175975775,-189.2015674708655,54.0099333573298,12,2022-04-01 | n_infracciones_velocidad | 500m,2022-04,500,n_infracciones_velocidad
fixest::tiempo_evento::-11:tratada,-177.82598593117189,59.010972845800495,-3.0134393207826404,0.0026188374004916587,-293.5626326790501,-62.08933918329362,-11,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::-10:tratada,-173.5306995680382,58.25553270842847,-2.978784872444083,0.00293237196944027,-287.78572172811886,-59.27567740795753,-10,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::-9:tratada,86.1771463386646,70.86623642319573,1.2160536623397902,0.2241227859053461,-52.81091258886603,225.16520526619524,-9,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::-8:tratada,54.90628946484412,49.83254788273673,1.1018158171251176,0.27068800017763994,-42.828957264976054,152.6415361946643,-8,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::-7:tratada,32.37304198506311,49.31864297976573,0.6564057733369713,0.5116463775439899,-64.35429676851379,129.10038073864,-7,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::-6:tratada,16.91208873370732,35.81280751040194,0.47223577008854034,0.636815344500473,-53.32661522245223,87.15079268986688,-6,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::-5:tratada,29.53520549453455,37.70005082224267,0.7834261453331798,0.4334792354658582,-44.40489842126574,103.47530941033484,-5,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
fixest::tiempo_evento::-4:tratada,18.95857427707682,33.143684622617975,0.5720116665646485,0.567384985033795,-46.04525016612595,83.9623987202796,-4,2022-04-01 | n_infracciones | 1000m,2022-04,1000,n_infracciones
