anio,tratados,controles,diferencia
2014,29.989583333333332,31.15625,-1.166666666666667
2015,33,33.1,-0.10000000000000005
2016,33.135416666666664,33.079166666666666,0.05624999999999991
2017,36.541666666666664,38.704166666666666,-2.1625
2018,42.604166666666664,45.610416666666666,-3.0062499999999996
2019,42.28125,38.37083333333334,3.9104166666666664
2020,29.260416666666668,26.858333333333334,2.4020833333333336
2021,33.958333333333336,34.95625,-0.9979166666666668
2022,41.65625,39.854166666666664,1.802083333333333
